"","workerid","proliferate.condition","agent","followup_fails","item_name","item_presentation_condition","n_examples","object","speaker","predicted_probability_correct_answer","predicted_probability_duration","predicted_probability_is_correct","predicted_probability_response","character_arrival_correct_answer","character_arrival_duration","character_arrival_is_correct","character_arrival_response","freeform_followup_correct_answer","freeform_followup_duration","freeform_followup_is_correct","freeform_followup_response","name_identification_correct_answer","name_identification_duration","name_identification_is_correct","name_identification_response","generic_endorsement_correct_answer","generic_endorsement_duration","generic_endorsement_is_correct","generic_endorsement_response","botcaptcha_correct_answer","botcaptcha_duration","botcaptcha_response","botcaptcha_n_fails","sound_check_correct_answer","sound_check_duration","sound_check_response","num_fails","property","sound_check_is_correct","total_time_taken","error","perceived_character_knowledge_correct_answer","perceived_character_knowledge_duration","perceived_character_knowledge_is_correct","perceived_character_knowledge_response","object_images","exp_cond"
"105",333,"generic","Tiger",0,"dax","generic",1,"bird","sb",NA,8.26,"True",1,"been_while",7.067,TRUE,"been_while",NA,122.34,"True","I was asked to listen to a word to test my audio. That word was ""tiger"". I watched a video in which I was introduced to a seasoned researcher from an alien planet who appeared to be an anthropomorphic tiger. The researcher talked a little about their experience and then told me a fact. I was asked in a few different ways to verify that I had learned that fact and had learned about the researcher.","dax",4.61,TRUE,"dax",NA,5.89,"True","yes","Jennifer",8.263,"['Jennifer']",0,"tiger",22.059,"tiger",NA,"green feathers","True",272.777,NA,NA,NA,NA,NA,NA,"generic_1"
"106",315,"accidental-2","Elephant",1,"dax","accidental",2,"flower","mh",NA,10.812,"True",0.54,"just_arrived",5.66,FALSE,"been_while",NA,15.17,"True","The elephant saw two daxes which are plants and they developed purple leaves both of them","dax",2.518,TRUE,"dax",NA,3.046,"True","yes","Margaret",7.432,"['Margaret']",0,"tiger",13.277,"Tide",NA,"purple petals","False",121.851,NA,NA,NA,NA,NA,NA,"accidental_2"
"107",320,"accidental-2","Sheep",1,"wug","accidental",2,"flower","tg",NA,9.192,"True",0.76,"just_arrived",8.248,FALSE,"been_while",NA,35.414,"True","I went to a scientific site and saw wugs.","wug",4.784,TRUE,"wug",NA,3.191,"True","yes","Jessica",23.669,"['Jessica']",0,"shadow",36.983,"shadow",NA,"purple petals","True",219.416,NA,NA,NA,NA,NA,NA,"accidental_2"
"108",417,"accidental-2","Tiger",0,"dax","accidental",2,"bird","tg",NA,11.286,"True",0.67,"just_arrived",6.524,TRUE,"just_arrived",NA,106.405,"True","A short animation played with sound as myself and another scientist explored an unknown planet.","dax",5.182,TRUE,"dax",NA,3.748,"True","yes","Jessica",8.241,"['Jessica']",0,"shadow",19.618,"Shadow",NA,"green feathers","True",261.047,NA,NA,NA,NA,NA,NA,"accidental_2"
"109",350,"accidental-2","Elephant",0,"wug","accidental",2,"bird","tg",NA,9.564,"True",0.53,"just_arrived",8.1,TRUE,"just_arrived",NA,49.123,"True","An elephant experimenter saw a wug and realized it had green feathers. I was asked if all wugs have green feathers and I said no","wug",5.454,TRUE,"wug",NA,3.976,"True","yes","Susan",6.856,"['Susan']",0,"tiger",24.167,"tiger",NA,"green feathers","True",200.055,NA,NA,NA,NA,NA,NA,"accidental_2"
"110",290,"accidental-2","Bear",0,"wug","accidental",2,"flower","mh",NA,8.401,"True",0.65,"just_arrived",6.648,TRUE,"just_arrived",NA,30.268,"True","A researcher arrived on an alien planet to investigate the flora and fauna. They discovered a small plant called a ""wug"" which grew flowers with purple petals.","wug",3.159,TRUE,"wug",NA,4.469,"True","yes","Jennifer",7.422,"['Jennifer']",0,"tiger",6.947,"tiger",NA,"purple petals","True",171.453,NA,NA,NA,NA,NA,NA,"accidental_2"
"111",423,"accidental-2","Elephant",0,"fep","accidental",2,"artifact","sb",NA,15.761,"True",0.88,"just_arrived",9.683,TRUE,"just_arrived",NA,35.762,"True","The researcher that was new to the planet waled up to a stand that had two FEP's on it and then touched them one by one and both squeaked.","fep",5.626,TRUE,"fep",NA,3.436,"True","yes","Mary",12.274,"['Mary']",0,"tiger",14.535,"Tiger",NA,"squeaking","True",172.919,NA,NA,NA,NA,NA,NA,"accidental_2"
"112",356,"accidental-2","Dog",0,"fep","accidental",2,"bird","mh",NA,6.221,"True",0.72,"just_arrived",21.243,TRUE,"just_arrived",NA,66.848,"True","The researcher was on a planet with no knowledge whatsoever, and he found a species. They were Feps, the Feps spread their wings and he pointed out they had green feathers.","fep",4.627,TRUE,"fep",NA,2.395,"True","yes","Mary",5.499,"['Mary']",0,"tiger",9.544,"Tiger",NA,"green feathers","True",188.204,NA,NA,NA,NA,NA,NA,"accidental_2"
"113",447,"accidental-2","Tiger",0,"fep","accidental",2,"flower","mh",NA,5.818,"True",0.6,"just_arrived",9.42,TRUE,"just_arrived",NA,37.877,"True","Some tiger came and said he was a researcher and then saw a fep and said it had purple pedals. ","fep",3.619,TRUE,"fep",NA,3.932,"True","yes","Elizabeth",7.23,"['Elizabeth']",0,"tiger",15.451,"tiger",NA,"purple petals","True",209.09,NA,NA,NA,NA,NA,NA,"accidental_2"
"114",327,"accidental-2","Bear",0,"fep","accidental",2,"artifact","tg",NA,8.131,"True",1,"just_arrived",4.296,TRUE,"just_arrived",NA,21.867,"True","A new researcher introduced themselves and discovered what a fep is.","fep",4.581,TRUE,"fep",NA,3.337,"True","yes","Margaret",8.14,"['Margaret']",0,"tiger",24.028,"tiger",NA,"squeaking","True",141.008,NA,NA,NA,NA,NA,NA,"accidental_2"
"115",361,"accidental-2","Sheep",0,"dax","accidental",2,"bird","tg",NA,15.37,"True",0.58,"just_arrived",12.742,TRUE,"just_arrived",NA,92.382,"True","A sheep scientist just arrived and talk to me. The scientist saw two animals named Dax that both happen to have green feathers.","dax",6.382,TRUE,"dax",NA,16.272,"True","yes","Margaret",21.196,"['Margaret']",0,"tiger",12.369,"tiger",NA,"green feathers","True",351.804,NA,NA,NA,NA,NA,NA,"accidental_2"
"116",379,"accidental-2","Tiger",0,"fep","accidental",2,"bird","tg",NA,4.584,"True",0.93,"just_arrived",4.263,TRUE,"just_arrived",NA,20.68,"True","A talking alien arrived on this planet and has no idea about what it on this planet.","fep",2.874,TRUE,"fep",NA,1.758,"True","yes","Patricia",4.304,"['Patricia']",0,"shadow",8.079,"shadow",NA,"green feathers","True",108.345,NA,NA,NA,NA,NA,NA,"accidental_2"
"117",411,"accidental-2","Tiger",0,"wug","accidental",2,"flower","mh",NA,10.55,"True",0.7,"just_arrived",5.811,TRUE,"just_arrived",NA,30.782,"True","A new researcher came and observed some wugs, which subsequently sprouted purple petals.","wug",4.752,TRUE,"wug",NA,2.809,"True","yes","Sarah",4.186,"['Sarah']",0,"tiger",18.85,"tiger",NA,"purple petals","True",192.419,NA,NA,NA,NA,NA,NA,"accidental_2"
"118",434,"accidental-2","Monkey",0,"fep","accidental",2,"flower","sb",NA,7.046,"True",1,"just_arrived",8.358,TRUE,"just_arrived",NA,43.555,"True","a researcher was new to a planet and was researching the plants and life on the planet.","fep",6.485,TRUE,"fep",NA,3.594,"True","yes","Barbara",7.624,"['barbara']",0,"shadow",19.874,"shadow",NA,"purple petals","True",204.016,NA,NA,NA,NA,NA,NA,"accidental_2"
"119",295,"accidental-2","Elephant",0,"wug","accidental",2,"artifact","sb",NA,18.527,"True",0.7,"just_arrived",9.161,TRUE,"just_arrived",NA,30.35,"True","I went on a new plant and saw a new research on the planet as well. We saw some wugs and the researcher heard them squeak.","wug",4.81,TRUE,"wug",NA,5.045,"True","yes","Sarah",8.341,"['Sarah']",0,"tiger",11.314,"tiger",NA,"squeaking","True",204.113,NA,NA,NA,NA,NA,NA,"accidental_2"
"120",332,"accidental-2","Dog",1,"dax","accidental",2,"flower","tg",NA,13.059,"True",0.51,"just_arrived",16.365,TRUE,"just_arrived",NA,33.709,"True","He grew a flower and it grew purple peddles","dax",20.778,FALSE,"yem",NA,5.536,"True","yes","Sarah",13.573,"['Sarah']",0,"shadow",24.133,"Shadow",NA,"purple petals","True",277.632,NA,NA,NA,NA,NA,NA,"accidental_2"
"121",338,"accidental-2","Elephant",0,"fep","accidental",2,"bird","sb",NA,16.748,"True",0.69,"just_arrived",9.95,TRUE,"just_arrived",NA,39.178,"True","You arrived on a planet and are new to everything and you come across some type of bird called ""feps"" and you learn that it has green feathers.","fep",6.475,TRUE,"fep",NA,4.124,"True","yes","Patricia",10.31,"['Patricia']",0,"tiger",10.189,"Tiger",NA,"green feathers","True",198.551,NA,NA,NA,NA,NA,NA,"accidental_2"
"122",405,"accidental-2","Dog",0,"wug","accidental",2,"flower","sb",NA,12.984,"True",0.78,"just_arrived",7.448,TRUE,"just_arrived",NA,74.239,"True","I was shown an animation with flowers in it, they bloomed, I answered some questions.","wug",4.312,TRUE,"wug",NA,4.006,"True","yes","Jessica",10.806,"['Jessica']",0,"shadow",10.798,"shadow",NA,"purple petals","True",209.029,NA,NA,NA,NA,NA,NA,"accidental_2"
"123",453,"accidental-2","Sheep",0,"dax","accidental",2,"bird","sb",NA,11.172,"True",1,"just_arrived",8.734,TRUE,"just_arrived",NA,136.993,"True","I was a scientist who went to another planet to catalog information I saw about animals and objects on the planet.  When I arrived another researcher arrived who was actually a sheep instead of a human.  Together this sheep and I observed two bird like looking creatures called ""Daxes"".  It was the first time the sheep had ever seen any of these  who both flashed their green feathers which were hidden beneath their browish colored bodies.","dax",8.658,TRUE,"dax",NA,6.837,"True","yes","Jennifer",10.443,"['Jennifer']",0,"shadow",23.145,"shadow",NA,"green feathers","True",425.097,NA,NA,NA,NA,NA,NA,"accidental_2"
"124",368,"accidental-2","Tiger",0,"fep","accidental",2,"artifact","tg",NA,8.717,"True",0.96,"just_arrived",8.864,TRUE,"just_arrived",NA,41.196,"True","I was asked to imagine that I had arrived at a new planet for research and met another new researcher there. We observed objects called feps, which squeak.","fep",6.773,TRUE,"fep",NA,9.001,"True","yes","Susan",7.48,"['Susan']",0,"shadow",12.731,"shadow",NA,"squeaking","True",222.327,NA,NA,NA,NA,NA,NA,"accidental_2"
"125",303,"accidental-2","Elephant",0,"wug","accidental",2,"artifact","mh",NA,10.567,"True",0.87,"just_arrived",6.227,TRUE,"just_arrived",NA,22.746,"True","I met a new researcher on an alien planet and they looked at some wugs. ","wug",3.386,TRUE,"wug",NA,5.19,"True","yes","Elizabeth",6.83,"['Elizabeth']",0,"tiger",13.45,"tiger",NA,"squeaking","True",155.396,NA,NA,NA,NA,NA,NA,"accidental_2"
"126",309,"accidental-2","Elephant",0,"fep","accidental",2,"bird","tg",NA,4.896,"True",0.88,"just_arrived",4.848,TRUE,"just_arrived",NA,33.593,"True","I listened to audio accompanied by a graphic showing a new scientist to a place who discovered two birds with green feathers.","fep",4.408,TRUE,"fep",NA,2.607,"True","yes","Barbara",9.604,"['Barbara']",0,"tiger",81.613,"tiger",NA,"green feathers","True",216.253,NA,NA,NA,NA,NA,NA,"accidental_2"
"127",343,"accidental-2","Tiger",0,"dax","accidental",2,"bird","mh",NA,16.077,"True",0.77,"just_arrived",10.664,TRUE,"just_arrived",NA,41.403,"True","I went to a planet to research the animals and wildlife there. I met a tiger who was a scientist there. We discovered Dax which had green feathers together.","dax",4.959,TRUE,"dax",NA,4.801,"True","yes","Sarah",8.969,"['Sarah']",0,"tiger",14.87,"tiger",NA,"green feathers","True",183.451,NA,NA,NA,NA,NA,NA,"accidental_2"
"128",387,"accidental-2","Monkey",0,"dax","accidental",2,"bird","tg",NA,15.264,"True",0.5,"just_arrived",6.742,TRUE,"just_arrived",NA,60.311,"True","Some dumb science monkey (seriously who hired this monkey?) showed up on a new planet and knew nothing about it, then said ""Hey look at those birds over there.  They have green feathers"" and then y'all tried to trick me with the awfulness that is the English language.  Just because 2 birds have green feathers doesn't mean they all do.","dax",5.176,TRUE,"dax",NA,4.149,"True","no","Jennifer",5.292,"['Jennifer']",0,"shadow",7.188,"shadow",NA,"green feathers","True",197.206,NA,NA,NA,NA,NA,NA,"accidental_2"
"129",373,"accidental-2","Monkey",0,"dax","accidental",2,"bird","tg",NA,9.632,"True",0.84,"just_arrived",13.44,TRUE,"just_arrived",NA,57.736,"True","A new researcher on the planet saw Daxes that are red but have green feathers under their wings. ","dax",7.032,TRUE,"dax",NA,7.91,"True","yes","Barbara",20.261,"['Barbara']",0,"shadow",20.383,"shadow",NA,"green feathers","True",247.038,NA,NA,NA,NA,NA,NA,"accidental_2"
"130",440,"accidental-2","Elephant",0,"wug","accidental",2,"artifact","sb",NA,6.204,"True",0.85,"just_arrived",10.841,TRUE,"just_arrived",NA,30.48,"True","I pretended i was a researcher going to a faraway planet, i met another researcher and we observed wugs.","wug",5.455,TRUE,"wug",NA,3.892,"True","yes","Susan",8.508,"['susan']",0,"shadow",14.548,"shadow",NA,"squeaking","True",157.74,NA,NA,NA,NA,NA,NA,"accidental_2"
"131",299,"accidental-2","Bear",0,"fep","accidental",2,"bird","sb",NA,10.217,"True",1,"just_arrived",11.236,TRUE,"just_arrived",NA,86.685,"True","Observing animals on a planet and making a probabilistic comment on the likelihood that another fep will have green feathers","fep",5.346,TRUE,"fep",NA,3.807,"True","yes","Sarah",12.63,"['Sarah']",0,"tiger",19.87,"Tiger",NA,"green feathers","True",251.775,NA,NA,NA,NA,NA,NA,"accidental_2"
"132",393,"accidental-2","Monkey",0,"wug","accidental",2,"flower","tg",NA,8.232,"True",0.73,"just_arrived",4.076,TRUE,"just_arrived",NA,28.275,"True","The monkey arrived as a new researcher. He found the wugs, then found out they have purple petals.","wug",3.852,TRUE,"wug",NA,3.895,"True","yes","Patricia",7.546,"['Patricia']",0,"tiger",9.881,"tiger",NA,"purple petals","True",185.446,NA,NA,NA,NA,NA,NA,"accidental_2"
"133",428,"accidental-2","Dog",0,"wug","accidental",2,"flower","sb",NA,2.893,"True",0.55,"just_arrived",5.881,TRUE,"just_arrived",NA,89.952,"True","In these research. The scientist just arrived and was trying to observe the area.","wug",3.645,TRUE,"wug",NA,4.273,"True","yes","Linda",18.797,"['Barbara', 'Linda']",1,"shadow",11.602,"Shadow",NA,"purple petals","True",240.453,NA,NA,NA,NA,NA,NA,"accidental_2"
"134",287,"accidental-2","Sheep",0,"wug","accidental",2,"bird","tg",NA,4.815,"True",0.73,"just_arrived",13.107,TRUE,"just_arrived",NA,61.42,"True","I observed a new researcher on an alien planet. Together, we saw a species of animal called a ""wug"", and we noticed that the wugs we saw had green feathers.","wug",3.348,TRUE,"wug",NA,2.957,"True","yes","Jessica",4.971,"['Jessica']",0,"shadow",7.683,"shadow",NA,"green feathers","True",160.353,NA,NA,NA,NA,NA,NA,"accidental_2"
"135",398,"accidental-2","Sheep",0,"fep","accidental",2,"artifact","mh",NA,5.158,"True",0.77,"just_arrived",6.292,TRUE,"just_arrived",NA,55.758,"True","A new researcher arrived on a planet to learn about it. They saw a table with two objects labeled as feps. When they were touched, it was observed that they both squeaked ","fep",4.336,TRUE,"fep",NA,3.516,"True","yes","Barbara",10.221,"['Barbara']",0,"shadow",14.364,"shadow",NA,"squeaking","True",180.632,NA,NA,NA,NA,NA,NA,"accidental_2"
"136",367,"pedagogical-1","Tiger",0,"dax","pedagogical",1,"bird","tg",NA,9.895,"True",0.95,"been_while",12.463,TRUE,"been_while",NA,58.251,"True","A tiger is researching animals, plants, and other objects on an alien planet. I was shown a type of animal called a Dax and shown that it has green feathers.","dax",3.682,TRUE,"dax",NA,3.627,"True","yes","Sarah",8.453,"['Sarah']",0,"tiger",32.078,"Tiger",NA,"green feathers","True",260.564,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"137",416,"pedagogical-1","Sheep",0,"fep","pedagogical",1,"artifact","tg",NA,6.232,"True",0.9,"been_while",7.192,TRUE,"been_while",NA,31.445,"True","The scientist showed me a feb and that it squeaked when they touched it.","fep",3.54,TRUE,"fep",NA,2.902,"True","yes","Linda",5.188,"['Linda']",0,"shadow",8.609,"Shadow",NA,"squeaking","True",123.92,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"138",355,"pedagogical-1","Sheep",0,"fep","pedagogical",1,"flower","mh",NA,4.586,"True",0.71,"been_while",9.266,TRUE,"been_while",NA,32.771,"True","Meet with another researcher and observed a fep with purple flowers.","fep",4.473,TRUE,"fep",NA,3.297,"True","yes","Jennifer",10.85,"['Jennifer']",0,"tiger",10.376,"tiger",NA,"purple petals","True",155.914,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"139",319,"pedagogical-1","Dog",0,"fep","pedagogical",1,"flower","tg",NA,15.878,"True",0.85,"been_while",12.294,TRUE,"been_while",NA,96.92,"True","A dog character doing research on a planet demonstrates that the plant known as a ""Fep"" can have purple petals.","fep",8.025,TRUE,"fep",NA,6.912,"True","yes","Jessica",9.866,"['Jessica']",0,"shadow",10.421,"Shadow",NA,"purple petals","True",252.461,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"140",422,"pedagogical-1","Elephant",0,"dax","pedagogical",1,"flower","sb",NA,9.049,"True",0.64,"been_while",4.061,TRUE,"been_while",NA,20.77,"True","The elephant is a researcher at this planet and wants me to observe the dax's purple petals","dax",4.455,TRUE,"dax",NA,2.312,"True","yes","Elizabeth",8.145,"['Elizabeth']",0,"shadow",14.495,"shadow",NA,"purple petals","True",127.837,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"141",410,"pedagogical-1","Bear",0,"fep","pedagogical",1,"bird","mh",NA,9.301,"True",0.95,"been_while",16.225,TRUE,"been_while",NA,31.659,"True","I arrived at a new planet and met a fellow scientist who showed me a fep","fep",5.792,TRUE,"fep",NA,8.479,"True","yes","Susan",9.795,"['susan']",0,"tiger",17.086,"tiger",NA,"green feathers","True",243.576,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"142",325,"pedagogical-1","Dog",0,"dax","pedagogical",1,"bird","tg",NA,6.199,"True",0.71,"been_while",3.484,TRUE,"been_while",NA,24.902,"True","a researcher introduced me to a dax, which has green feathers.","dax",2.121,TRUE,"dax",NA,2.449,"True","yes","Elizabeth",9.805,"['Elizabeth']",0,"shadow",52.412,"shadow",NA,"green feathers","True",166.782,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"143",337,"pedagogical-1","Elephant",1,"wug","pedagogical",1,"bird","sb",NA,10.706,"True",0.63,"been_while",7.505,FALSE,"just_arrived",NA,48.62,"True","The researcher went to a new planet and discovered a species called wugs that have green feathers.","wug",3.674,TRUE,"wug",NA,6.88,"True","yes","Margaret",17.13,"['Margaret']",0,"tiger",16.779," tiger",NA,"green feathers","False",190.515,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"144",302,"pedagogical-1","Elephant",0,"dax","pedagogical",1,"artifact","mh",NA,5.945,"True",0.93,"been_while",7.217,TRUE,"been_while",NA,88.869,"True","Upon arriving, there was a researcher who was on the planet for some time. They showed an object called a Dax. The researcher then proceeded to demonstrate the ""Dax"" making a squeaking noise when squeezed. ","dax",4.247,TRUE,"dax",NA,2.466,"True","yes","Patricia",8.469,"['Patricia']",0,"tiger",18.306,"Tiger",NA,"squeaking","True",273.768,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"145",308,"pedagogical-1","Elephant",0,"dax","pedagogical",1,"bird","sb",NA,9.296,"True",0.94,"been_while",6.166,TRUE,"been_while",NA,58.233,"True","I had to imagine I was a scientist cataloging new things on a planet and met a researcher (who looked like an elephant) who had been researching these things here for a while. They then showed me a new type of bird they called a 'dax' which had green feathers when it opened its wings.","dax",4.073,TRUE,"dax",NA,3.423,"True","yes","Jessica",7.868,"['Jessica']",0,"shadow",17.429,"shadow",NA,"green feathers","True",183.352,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"146",292,"pedagogical-1","Monkey",0,"dax","pedagogical",1,"bird","sb",NA,15.122,"True",0.48,"been_while",9.463,TRUE,"been_while",NA,24.274,"True","The scientist introduced me to the ""dax"" which has green feathers.","dax",4.127,TRUE,"dax",NA,3.65,"True","yes","Elizabeth",11.789,"['Elizabeth']",0,"tiger",28.674,"Tiger",NA,"green feathers","True",195.264,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"147",337,"pedagogical-1","Sheep",0,"wug","pedagogical",1,"bird","mh",NA,8.38,"True",0.85,"been_while",10.709,TRUE,"been_while",NA,106.707,"True","I'm a new scientist on a planet sent to discover new species of pants and animals. A scientist came up to me and claimed to be knowledgeable all of the plants and animal on the planet and proceeded to show me a red ""wug"". He showed me a wug and said to watch closely. He startled the bird to reveal it's green feathers as well.","wug",3.925,TRUE,"wug",NA,4.424,"True","yes","Barbara",6.186,"['Barbara']",0,"shadow",21.233,"shadow",NA,"green feathers","True",258.084,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"148",314,"pedagogical-1","Sheep",0,"wug","pedagogical",1,"bird","tg",NA,7.696,"True",1,"been_while",9.648,TRUE,"been_while",NA,48.504,"True","The researcher showed me an example of an animal from another planet. The animal is called a Wug. The researcher showed me that Wugs have green feathers.","wug",5.649,TRUE,"wug",NA,5.151,"True","yes","Linda",6.742,"['Linda']",0,"tiger",17.487,"Tiger",NA,"green feathers","True",221.312,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"149",294,"pedagogical-1","Bear",0,"dax","pedagogical",1,"bird","tg",NA,11.445,"True",0.67,"been_while",6.84,TRUE,"been_while",NA,63.337,"True","I am a researcher exploring animals, plants and objects on a new planet. I met another researcher who has been on the planet for awhile. The researcher showed me a dax who had green feathers underneath.","dax",4.659,TRUE,"dax",NA,5.372,"True","yes","Mary",7.282,"['Mary']",0,"shadow",15.296,"shadow",NA,"green feathers","True",193.549,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"150",378,"pedagogical-1","Tiger",0,"dax","pedagogical",1,"artifact","tg",NA,8.396,"True",0.76,"been_while",10.691,TRUE,"been_while",NA,60.045,"True","I was a researcher exploring another planet. I had a cartoon tiger as a guide, who had been researching the planet for a while. The tiger showed me something called a Dax. The tiger also showed me that the Dax makes a squeaking noise. ","dax",6.208,TRUE,"dax",NA,5.166,"True","yes","Elizabeth",13.6,"['Elizabeth']",0,"tiger",15.705,"tiger",NA,"squeaking","True",212.959,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"151",446,"pedagogical-1","Dog",0,"wug","pedagogical",1,"flower","tg",NA,4.19,"True",0.49,"been_while",5.245,TRUE,"been_while",NA,18.551,"True","The scientist walked up to the wug and it sprouted purple petals","wug",4.751,TRUE,"wug",NA,2.685,"True","yes","Mary",3.589,"['mary']",0,"shadow",5.641,"shadow",NA,"purple petals","True",113.205,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"152",457,"pedagogical-1","Monkey",0,"fep","pedagogical",1,"flower","sb",NA,6.948,"True",0.42,"been_while",7.422,TRUE,"been_while",NA,50.849,"True","i went to this new planet as a researcher looking for new plants, objects, and animals to learn about, a monkey shows up and says hes been there for awhile researching. he shows me an object called a fep that has purple petals","fep",4.266,TRUE,"fep",NA,2.955,"True","yes","Margaret",8.636,"['Margaret']",0,"tiger",10.611,"tiger",NA,"purple petals","True",166.076,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"153",427,"pedagogical-1","Tiger",0,"fep","pedagogical",1,"flower","sb",NA,6.824,"True",0.84,"been_while",4.328,TRUE,"been_while",NA,64.201,"True","A tiger looking creature with a woman's voice said she'd been here for a while and knows a lot about the things here, then showed a planet with three stems which she called a fep. It bloomed and had purple petels, which she pointed out.","fep",6.978,TRUE,"fep",NA,3.654,"True","yes","Sarah",8.502,"['Sarah']",0,"shadow",21.543,"Shadow",NA,"purple petals","True",199.386,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"154",439,"pedagogical-1","Tiger",0,"dax","pedagogical",1,"flower","tg",NA,5.099,"True",0.49,"been_while",6.292,TRUE,"been_while",NA,21.091,"True","The researcher said watch this and the dax sprouted some purp pettals","dax",4.025,TRUE,"dax",NA,4.223,"True","yes","Elizabeth",9.118,"['Elizabeth']",0,"shadow",12.822,"shadow",NA,"purple petals","True",180.963,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"155",397,"pedagogical-1","Sheep",0,"wug","pedagogical",1,"artifact","sb",NA,19.959,"True",0.95,"been_while",10.749,TRUE,"been_while",NA,64.662,"True","I, a scientist, was assigned to catalog species on another planet. I met another scientist there, who showed me what a ""wug"" is and that it squeaks.","wug",4.643,TRUE,"wug",NA,6.217,"True","yes","Linda",6.637,"['Linda']",0,"tiger",15.832,"tiger",NA,"squeaking","True",214.83,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"156",433,"pedagogical-1","Bear",0,"fep","pedagogical",1,"flower","mh",NA,4.335,"True",0.77,"been_while",2.876,TRUE,"been_while",NA,23.436,"True","A researcher introduced me to a planet he has been researching for a while and showed me a fep that grew purple petals.","fep",3.394,TRUE,"fep",NA,2.699,"True","yes","Mary",5.312,"['Mary']",0,"shadow",11.207,"shadow",NA,"purple petals","True",133.955,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"157",298,"pedagogical-1","Sheep",0,"fep","pedagogical",1,"artifact","tg",NA,9.005,"True",0.95,"been_while",6.781,TRUE,"been_while",NA,15.046,"True","The researcher showed me that a fep can squeak","fep",6.871,TRUE,"fep",NA,3.054,"True","yes","Linda",6.746,"['Linda']",0,"tiger",20.033,"Tiger",NA,"squeaking","True",135.873,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"158",360,"pedagogical-1","Sheep",0,"dax","pedagogical",1,"artifact","mh",NA,6.691,"True",0.87,"been_while",12.078,TRUE,"been_while",NA,22.362,"True","i went to another planet and a sheep showed me a squeaky dax.","dax",4.634,TRUE,"dax",NA,3.852,"True","yes","Margaret",23.986,"['Margaret']",0,"shadow",21.99,"shadow",NA,"squeaking","True",202.546,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"159",289,"pedagogical-1","Monkey",0,"dax","pedagogical",1,"flower","mh",NA,11.184,"True",0.66,"been_while",9.093,TRUE,"been_while",NA,81.4,"True","tested cognitive reaction ","dax",6.848,TRUE,"dax",NA,5.556,"True","yes","Susan",11.75,"['Susan']",0,"shadow",24.298,"shadow",NA,"purple petals","True",270.736,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"160",386,"pedagogical-1","Bear",0,"dax","pedagogical",1,"artifact","tg",NA,6.74,"True",0.86,"been_while",7.222,TRUE,"been_while",NA,21.936,"True","a talking bear showed me a dax and that it squeaks
","dax",5.027,TRUE,"dax",NA,3.09,"True","yes","Mary",12.385,"['Mary']",0,"tiger",11.775,"Tiger",NA,"squeaking","True",175.139,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"161",372,"pedagogical-1","Sheep",0,"fep","pedagogical",1,"artifact","mh",NA,14.095,"True",0.9,"been_while",14.639,TRUE,"been_while",NA,82.002,"True","The other researcher introduced themselves to me and showed me an object that was discovered called a fep. Then proceeded to show me the sound a fep can make. ","fep",6.284,TRUE,"fep",NA,5.922,"True","yes","Mary",9.109,"['Mary']",0,"shadow",30.7,"Shadow",NA,"squeaking","True",348.441,NA,NA,NA,NA,NA,NA,"pedagogical_1"
"162",331,"pedagogical-1","Sheep",0,"fep","pedagogical",1,"flower","mh",NA,10.362,"True",0.48,"been_while",4.331,TRUE,"been_while",NA,68.421,"True","I met a creepy lamb scientist who introduced me to a feb, a bean-like planet with purple daisy flowers.  I was asked to determine whether these purple flowers were universal to feps, which I struggled to answer because the question did not tell me whether I was saying ""some"" feps have purple flowers or ""all"" feps have purple flowers.","fep",3.745,TRUE,"fep",NA,9.09,"True","yes","Sarah",6.889,"['Sarah']",0,"shadow",11.986,"shadow",NA,"purple petals","True",197.628,NA,NA,NA,NA,NA,NA,"pedagogical_1"
