workerid,proliferate.condition,correct_answer,is_correct,prompt,response,response_time_in_seconds,response_type,trial_num,error
110,naive-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],7.778,grid,2,
110,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,11.736,mc,3,
110,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,9.214,mc,4,
110,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","I watched as a researcher discovered a blicket. The researcher was a monkey with a human male voice. The researcher removed the fabric that covered the blicket. After uncovering it, he discovered that it squeaked. Finally I was asked  few questions related to my perceived probability of the blicket.",458.338,freeform,5,
78,naive-1,NA,True,Would you say the following is true?,0.48,5.694,slider,1,
78,naive-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],5.246,grid,2,
78,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.641,mc,3,
78,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?,no_preknowledge,10.085,mc,4,
78,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","A new researcher who recently arrived on the planet found an object covered up on the table next to them, and uncovered it to reveal a dax. The researcher stated they did not know anything about daxes, and was surprised to see it had purple petals.",79.231,freeform,5,
70,naive-1,NA,True,Would you say the following is true?,0.47,9.379,slider,1,
70,naive-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],9.616,grid,2,
70,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,11.389,mc,3,
70,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,11.022,mc,4,
70,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",I was a researcher assigned to a planet when I arrived I met another researcher.  That researcher looked like an elephant and stated that they had just arrived.  There was an object on the table covered by a cloth.  The other researcher pointed to it and said it was a dax.  The other researcher pulled the cloth from the object and it appeared to be a red bird with green feathers.  The other researcher was surprised by the green feathers.,209.706,freeform,5,
122,naive-1,NA,True,Would you say the following is true?,0.92,4.961,slider,1,
122,naive-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],3.764,grid,2,
122,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,6.857,mc,3,
122,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,5.562,mc,4,
122,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The other scientist showed me a fep and then uncovered it. Then it bloomed and he commented on how it had purple petals.,23.862,freeform,5,
86,naive-1,NA,True,Would you say the following is true?,0.52,4.881,slider,1,
86,naive-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],8.565,grid,2,
86,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,7.056,mc,3,
86,naive-1,no_preknowledge,False,Please refer to the image below. Did this character know that a fep could squeak before you observed it together?,yes_preknowledge,1.971,mc,4,
86,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A researcher has just arrived to a new planet for the first time and they discover what a fep is.,51.94,freeform,5,
107,naive-1,NA,True,Would you say the following is true?,0.87,6.06,slider,1,
107,naive-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],5.597,grid,2,
107,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,4.636,mc,3,
107,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could squeak before you observed it together?,no_preknowledge,4.408,mc,4,
107,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",I was sent to a new planet along with a new researcher and we discovered a new object called FEP. We learned that the FEP we encountered squeaks.,35.045,freeform,5,
50,naive-1,NA,True,Would you say the following is true?,0.85,7.181,slider,1,
50,naive-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],4.79,grid,2,
50,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,6.091,mc,3,
50,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could squeak before you observed it together?,no_preknowledge,3.112,mc,4,
50,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",My best guess is that it is a type of research about first impressions,39.973,freeform,5,
58,naive-1,NA,True,Would you say the following is true?,0.98,6.025,slider,1,
58,naive-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],7.356,grid,2,
58,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,9.721,mc,3,
58,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could squeak before you observed it together?,no_preknowledge,10.234,mc,4,
58,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The tiger saw something under a cloth. When the cloth was removed the fep squeaked ,49.145,freeform,5,
66,naive-1,NA,True,Would you say the following is true?,0.99,5.842,slider,1,
66,naive-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],6.133,grid,2,
66,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,6.145,mc,3,
66,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?,no_preknowledge,11.98,mc,4,
66,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The researcher just arrived on the planet. They saw that something was underneath a draped cloth. It was a bird - a fep - with green feathers.,75.431,freeform,5,
75,naive-1,NA,True,Would you say the following is true?,0.73,14.907,slider,1,
75,naive-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],8.56,grid,2,
75,naive-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,12.627,mc,3,
75,naive-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?,no_preknowledge,14.621,mc,4,
75,naive-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","A new researcher, which looks like a cat, unveils a blanket to reveal a blicket. The blicket looks like a red bird. Then it says something along the lines of oh wow, green feathers, as if surprised. This surprise might be being from seeing a new species a new planet or seeing a blicket with different colored feathers than expected. Then I was asked questions like what's the chances that blickets have green feathers.",124.905,freeform,5,
36,accidental-1,NA,True,Would you say the following is true?,0.65,10.042,slider,1,
36,accidental-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],4.989,grid,2,
36,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.692,mc,3,
36,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,8.606,mc,4,
36,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A researcher and I arrived on a planet and they discovered what a dax was. The researcher had no prior knowledge of what a dax is,39.337,freeform,5,
15,accidental-1,NA,True,Would you say the following is true?,0.48,4.104,slider,1,
15,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.114,grid,2,
15,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.176,mc,3,
15,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?,no_preknowledge,6.688,mc,4,
15,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","The (dog) researcher had newly arrived on the planet and discovered the bliket.  When he touched it, the covering dropped and a planet was underneath.  It grew purple petals and the researcher was surprised.",67.911,freeform,5,
150,accidental-1,NA,True,Would you say the following is true?,0.72,12.824,slider,1,
150,accidental-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],5.764,grid,2,
150,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,8.443,mc,3,
150,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,8.4,mc,4,
150,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","The new researcher introduced itself. It pointed to a dax on a table covered with a cloth and said it knew nothing about daxes. The researcher uncovered the dax, which looked like a red bird. The dax spread its wings revealing differently colored feathers underneath.",139.874,freeform,5,
144,accidental-1,NA,True,Would you say the following is true?,0.85,7.869,slider,1,
144,accidental-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],12.802,grid,2,
144,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,9.228,mc,3,
144,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,6.948,mc,4,
144,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","A researcher arrived on a planet, met an object called a fep and the object transformer to a plant with purple petals.",56.657,freeform,5,
34,accidental-1,NA,True,Would you say the following is true?,1,4.993,slider,1,
34,accidental-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],7.546,grid,2,
34,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,7.708,mc,3,
34,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,5.326,mc,4,
34,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The scientist uncovered the plant and it blossomed purple petals and then they disappeared.,32.087,freeform,5,
148,accidental-1,NA,True,Would you say the following is true?,0.51,6.385,slider,1,
148,accidental-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],6.027,grid,2,
148,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,3.174,mc,3,
148,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,4.887,mc,4,
148,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",named a bird a dax,36.55,freeform,5,
17,accidental-1,NA,True,Would you say the following is true?,0.49,9.021,slider,1,
17,accidental-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],14.276,grid,2,
17,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,10.955,mc,3,
17,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?,no_preknowledge,9.133,mc,4,
17,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","
A new plant with purple flowers has been discovered on a new planet",44.339,freeform,5,
142,accidental-1,NA,True,Would you say the following is true?,0.99,4.584,slider,1,
142,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],3.682,grid,2,
142,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.588,mc,3,
142,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,6.013,mc,4,
142,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The researcher arrived on a new planet to search for inhabitants or anything they come across.,26.103,freeform,5,
20,accidental-1,NA,True,Would you say the following is true?,1,4.33,slider,1,
20,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.272,grid,2,
20,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,9.173,mc,3,
20,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,5.498,mc,4,
20,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A researcher found a new item named a blicket and found that it squeaks.,22.703,freeform,5,
30,accidental-1,NA,True,Would you say the following is true?,0.44,8.749,slider,1,
30,accidental-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],6.199,grid,2,
30,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,9.735,mc,3,
30,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could squeak before you observed it together?,no_preknowledge,7.21,mc,4,
30,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","a researcher arrived on a distant planet. He saw a new object, called a dax. When it was unveiled, it squeaked.",34.62,freeform,5,
27,accidental-1,NA,True,Would you say the following is true?,0.34,7.898,slider,1,
27,accidental-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],3.562,grid,2,
27,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.582,mc,3,
27,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,4.128,mc,4,
27,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","A researcher arrived on a planet they had never been to before and encountered a ""fep."" The researcher did not know what a fep was, but then the fep encountered had purple petals.",47.784,freeform,5,
140,accidental-1,NA,True,Would you say the following is true?,0.78,3.832,slider,1,
140,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.104,grid,2,
140,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,3.32,mc,3,
140,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,3.208,mc,4,
140,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The researcher examined the blicket and it squeaked. ,11.276,freeform,5,
26,accidental-1,NA,True,Would you say the following is true?,0.47,5.454,slider,1,
26,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.88,grid,2,
26,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,4.605,mc,3,
26,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,5.352,mc,4,
26,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.","The new researcher arrived to the planet and saw a new plant called a Blicket. Upon touching it, the blue part fell off and the Blicket squeaked. The researcher was surprised. ",43.846,freeform,5,
32,accidental-1,NA,True,Would you say the following is true?,0.64,7.389,slider,1,
32,accidental-1,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],5.441,grid,2,
32,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,8.463,mc,3,
32,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could squeak before you observed it together?,no_preknowledge,4.199,mc,4,
32,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",the researcher touched a fep and it squeaked,36.989,freeform,5,
147,accidental-1,NA,True,Would you say the following is true?,0.54,8.375,slider,1,
147,accidental-1,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],23.416,grid,2,
147,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,4.681,mc,3,
147,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?,no_preknowledge,25.182,mc,4,
147,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",The realsearcher saw a fax and a purple petals. He hasn't seen a dax before and doesn't know petals could have different colours.,77.568,freeform,5,
24,accidental-1,NA,True,Would you say the following is true?,0.61,4.637,slider,1,
24,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],5.666,grid,2,
24,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,4.133,mc,3,
24,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?,no_preknowledge,3.873,mc,4,
24,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A new researcher arrived and doesn't know anything about the creature. He discovers it has green feathers.,29.123,freeform,5,
22,accidental-1,NA,True,Would you say the following is true?,0.62,11.974,slider,1,
22,accidental-1,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.988,grid,2,
22,accidental-1,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,12.825,mc,3,
22,accidental-1,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?,no_preknowledge,11.696,mc,4,
22,accidental-1,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A new researcher stated saw something he identified as a blicket. He said he doesn't know anything about a blicket. He revealed the blicket and pointed out that it had purple petals. I was then asked how likely it is that all blickets have purple petals. ,79.62,freeform,5,
90,accidental-2,NA,True,Would you say the following is true?,0.93,5.937,slider,1,
90,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],11.619,grid,2,
90,accidental-2,just_arrived,False,Please refer to the image below. How long has this character been doing research on this planet?,been_while,10.927,mc,3,
90,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,9.964,mc,4,
90,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",Researchers arrived on a new planet to discover about animal and plants,40.504,freeform,5,
53,accidental-2,NA,True,Would you say the following is true?,0.6,5.746,slider,1,
53,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],5.267,grid,2,
53,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.066,mc,3,
53,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?,no_preknowledge,5.5,mc,4,
53,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","the monkey said it was a blicket, touched the cover and observed purple petals. ",23.316,freeform,5,
135,accidental-2,NA,True,Would you say the following is true?,0.7,3.778,slider,1,
135,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],4.02,grid,2,
135,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,14.575,mc,3,
135,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,7.786,mc,4,
135,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","An elephant and then a sheep saw a new thing, uncovered it and saw it was a fep then went ooo purple petals.",27.184,freeform,5,
57,accidental-2,NA,True,Would you say the following is true?,0.86,5.949,slider,1,
57,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],7.317,grid,2,
57,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,5.6,mc,3,
57,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,4.922,mc,4,
57,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A new researcher arrived and discovered an item and called it a blicket. The researcher subsequently poked it and it squeaked and the cover on it fell. ,33.726,freeform,5,
93,accidental-2,NA,True,Would you say the following is true?,0.88,5.794,slider,1,
93,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],5.295,grid,2,
93,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,7.082,mc,3,
93,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?,no_preknowledge,7.6,mc,4,
93,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","A researcher went to a new planet and saw a creature called a blicket.  When that creature expanded it's wings, the revealed an unexpected bright green color.",43.31,freeform,5,
139,accidental-2,NA,True,Would you say the following is true?,0.87,8.084,slider,1,
139,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],5.44,grid,2,
139,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,8.591,mc,3,
139,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?,no_preknowledge,6.986,mc,4,
139,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",We saw two animals who were scientists and new to the planet. They were observing a fep that had green feathers. They both observed the same thing one after the other.,119.513,freeform,5,
85,accidental-2,NA,True,Would you say the following is true?,0.6,4.299,slider,1,
85,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],14.021,grid,2,
85,accidental-2,just_arrived,False,Please refer to the image below. How long has this character been doing research on this planet?,been_while,8.741,mc,3,
85,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?,no_preknowledge,5.596,mc,4,
85,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",A new researcher has come to the planet and they see a blicket but they don't know what is under it.,134.968,freeform,5,
134,accidental-2,NA,True,Would you say the following is true?,0.88,6.149,slider,1,
134,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],80.532,grid,2,
134,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,7.732,mc,3,
134,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?,no_preknowledge,11.305,mc,4,
134,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","Two researchers, a tiger and a bear, discovered a fep and that it had green feathers. They were both new researchers.",91.985,freeform,5,
136,accidental-2,NA,True,Would you say the following is true?,0.67,7.18,slider,1,
136,accidental-2,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],5.998,grid,2,
136,accidental-2,just_arrived,False,Please refer to the image below. How long has this character been doing research on this planet?,been_while,8.542,mc,3,
136,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,7.661,mc,4,
136,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",I saw a short video and my memory and predictions on the video was tested ,35.415,freeform,5,
65,accidental-2,NA,True,Would you say the following is true?,0.61,6.787,slider,1,
65,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.353,grid,2,
65,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,6.08,mc,3,
65,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?,no_preknowledge,3.743,mc,4,
65,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",It was a animation of 2 animals they both did the same thing with the blicket. Underneath the blicket was a green feathered bird.,32.725,freeform,5,
109,accidental-2,NA,True,Would you say the following is true?,0.99,16.037,slider,1,
109,accidental-2,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],10.744,grid,2,
109,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,11.691,mc,3,
109,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could squeak before you observed it together?,no_preknowledge,23.773,mc,4,
109,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",a lamb and a bear came here from another planet they found a dax under a sheet when they uncovered it they discovered the dax squeeks,84.414,freeform,5,
129,accidental-2,NA,True,Would you say the following is true?,1,4.542,slider,1,
129,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],6.18,grid,2,
129,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,6.389,mc,3,
129,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?,no_preknowledge,10.766,mc,4,
129,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","I arrived on a planet and met two other researchers and we ran in to two ""feps"" and they both had green feathers. They both didn't know anything about Feps and were amused by the green feathers. ",40.616,freeform,5,
81,accidental-2,NA,True,Would you say the following is true?,0.98,3.736,slider,1,
81,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],5.551,grid,2,
81,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,10.566,mc,3,
81,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could squeak before you observed it together?,no_preknowledge,12.033,mc,4,
81,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","Two new researchers discover a fep on a table and find out that it squeaks, information that was not previously known.",31.041,freeform,5,
138,accidental-2,NA,True,Would you say the following is true?,0.86,3.4,slider,1,
138,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],4.226,grid,2,
138,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,4.725,mc,3,
138,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,4.291,mc,4,
138,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",There were new scientists who interacted with a blicket and were surprised that it squeaked.,19.056,freeform,5,
101,accidental-2,NA,True,Would you say the following is true?,0.42,11.282,slider,1,
101,accidental-2,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],7.189,grid,2,
101,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,11.235,mc,3,
101,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,11.638,mc,4,
101,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",Two researchers unveiled a dax and found that they had green feathers. Then you tested to see what I interpreted the probability would be that a dax would have green feathers.,88.271,freeform,5,
77,accidental-2,NA,True,Would you say the following is true?,0.89,3.923,slider,1,
77,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],6.002,grid,2,
77,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,6.502,mc,3,
77,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?,no_preknowledge,4.902,mc,4,
77,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.","2 researchers came across a covered item on a table. Both said, ""oh it's a blicket."" The blicket then squeaked.",50.484,freeform,5,
137,accidental-2,NA,True,Would you say the following is true?,1,4.136,slider,1,
137,accidental-2,['blicket'],True,What is the name of the item you learned about? Please select its name from the options below.,['blicket'],9.866,grid,2,
137,accidental-2,just_arrived,False,Please refer to the image below. How long has this character been doing research on this planet?,been_while,8.65,mc,3,
137,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?,no_preknowledge,9.185,mc,4,
137,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",experimenting about blicket,22.237,freeform,5,
133,accidental-2,NA,True,Would you say the following is true?,0.9,5.655,slider,1,
133,accidental-2,['fep'],True,What is the name of the item you learned about? Please select its name from the options below.,['fep'],5.197,grid,2,
133,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,7.335,mc,3,
133,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?,no_preknowledge,10.23,mc,4,
133,accidental-2,NA,True,"In the text box below, please describe briefly what happened in this experiment.",Two new researchers discovered a creature called a fep,28.702,freeform,5,
106,accidental-2,NA,True,Would you say the following is true?,0.49,9.424,slider,1,
106,accidental-2,['dax'],True,What is the name of the item you learned about? Please select its name from the options below.,['dax'],5.393,grid,2,
106,accidental-2,just_arrived,True,Please refer to the image below. How long has this character been doing research on this planet?,just_arrived,12.552,mc,3,
106,accidental-2,no_preknowledge,True,Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?,no_preknowledge,10.03,mc,4,
