workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
343,accidental-2,,,NA,generic_endorsement,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
343,accidental-2,Tiger,7,NA,perceived_character_knowledge,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
343,accidental-2,Tiger,7,just_arrived,character_arrival,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
343,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
387,accidental-2,Monkey,6,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
387,accidental-2,Monkey,6,,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
387,accidental-2,Monkey,6,,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
387,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
387,accidental-2,,,dax,name_identification,"['yem', 'zobby', 'nar', 'vicket', 'dax', 'blus']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
387,accidental-2,,,NA,generic_endorsement,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
387,accidental-2,Monkey,6,NA,perceived_character_knowledge,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
387,accidental-2,Monkey,6,just_arrived,character_arrival,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
387,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
373,accidental-2,Monkey,3,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
373,accidental-2,Monkey,3,,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
373,accidental-2,Monkey,3,,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
373,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
373,accidental-2,,,dax,name_identification,"['zobby', 'vicket', 'yem', 'nar', 'dax', 'blus']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
373,accidental-2,,,NA,generic_endorsement,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
373,accidental-2,Monkey,3,NA,perceived_character_knowledge,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
373,accidental-2,Monkey,3,just_arrived,character_arrival,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
373,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
440,accidental-2,Elephant,8,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
440,accidental-2,Elephant,8,,,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,sb,object_encounter,
440,accidental-2,Elephant,8,,,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,sb,object_property,
440,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
440,accidental-2,,,wug,name_identification,"['nar', 'yem', 'blus', 'vicket', 'zobby', 'wug']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
440,accidental-2,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
440,accidental-2,Elephant,8,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
440,accidental-2,Elephant,8,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
440,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
299,accidental-2,Bear,10,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
299,accidental-2,Bear,10,,,,"['fep', 'feps']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,sb,object_encounter,
299,accidental-2,Bear,10,,,,"['fep', 'feps']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,sb,object_property,
299,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
299,accidental-2,,,fep,name_identification,"['nar', 'fep', 'blus', 'zobby', 'vicket', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
299,accidental-2,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
299,accidental-2,Bear,10,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
299,accidental-2,Bear,10,just_arrived,character_arrival,,"['fep', 'feps']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
299,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
393,accidental-2,Monkey,6,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
393,accidental-2,Monkey,6,,,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,tg,object_encounter,
393,accidental-2,Monkey,6,,,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,tg,object_property,
393,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
393,accidental-2,,,wug,name_identification,"['nar', 'vicket', 'blus', 'yem', 'zobby', 'wug']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
393,accidental-2,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
393,accidental-2,Monkey,6,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
393,accidental-2,Monkey,6,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
393,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
428,accidental-2,Dog,1,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
428,accidental-2,Dog,1,,,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,sb,object_encounter,
428,accidental-2,Dog,1,,,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,sb,object_property,
428,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
428,accidental-2,,,wug,name_identification,"['blus', 'wug', 'nar', 'vicket', 'yem', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
428,accidental-2,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
428,accidental-2,Dog,1,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
428,accidental-2,Dog,1,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
428,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
287,accidental-2,Sheep,1,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
287,accidental-2,Sheep,1,,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
287,accidental-2,Sheep,1,,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
287,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
287,accidental-2,,,wug,name_identification,"['zobby', 'vicket', 'nar', 'blus', 'wug', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
287,accidental-2,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
287,accidental-2,Sheep,1,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
287,accidental-2,Sheep,1,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
287,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
398,accidental-2,Sheep,9,,,,,accidental,,,,,,,,,,1,,,mh,agent_intro,
398,accidental-2,Sheep,9,,,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,mh,object_encounter,
398,accidental-2,Sheep,9,,,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,mh,object_property,
398,accidental-2,,,NA,predicted_probability,,,accidental,2,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
398,accidental-2,,,fep,name_identification,"['fep', 'yem', 'zobby', 'vicket', 'nar', 'blus']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
398,accidental-2,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
398,accidental-2,Sheep,9,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
398,accidental-2,Sheep,9,just_arrived,character_arrival,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
398,accidental-2,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
367,pedagogical-1,Tiger,8,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
367,pedagogical-1,Tiger,8,,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
367,pedagogical-1,Tiger,8,,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
367,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
367,pedagogical-1,,,dax,name_identification,"['dax', 'vicket', 'yem', 'zobby', 'blus', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
367,pedagogical-1,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
367,pedagogical-1,Tiger,8,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
367,pedagogical-1,Tiger,8,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
367,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
416,pedagogical-1,Sheep,3,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
416,pedagogical-1,Sheep,3,,,,"['fep', 'feps']",pedagogical,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,tg,object_encounter,
416,pedagogical-1,Sheep,3,,,,"['fep', 'feps']",pedagogical,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,tg,object_property,
416,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
416,pedagogical-1,,,fep,name_identification,"['zobby', 'fep', 'blus', 'nar', 'vicket', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
416,pedagogical-1,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
416,pedagogical-1,Sheep,3,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
416,pedagogical-1,Sheep,3,been_while,character_arrival,,"['fep', 'feps']",pedagogical,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
416,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
355,pedagogical-1,Sheep,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
355,pedagogical-1,Sheep,2,,,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,mh,object_encounter,
355,pedagogical-1,Sheep,2,,,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,mh,object_property,
355,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
355,pedagogical-1,,,fep,name_identification,"['fep', 'zobby', 'blus', 'vicket', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
355,pedagogical-1,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
355,pedagogical-1,Sheep,2,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
355,pedagogical-1,Sheep,2,been_while,character_arrival,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
355,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
319,pedagogical-1,Dog,8,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
319,pedagogical-1,Dog,8,,,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,tg,object_encounter,
319,pedagogical-1,Dog,8,,,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,tg,object_property,
319,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
319,pedagogical-1,,,fep,name_identification,"['vicket', 'yem', 'zobby', 'fep', 'blus', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
319,pedagogical-1,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
319,pedagogical-1,Dog,8,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
319,pedagogical-1,Dog,8,been_while,character_arrival,,"['fep', 'feps']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
319,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
422,pedagogical-1,Elephant,6,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
422,pedagogical-1,Elephant,6,,,,"['dax', 'daxes']",pedagogical,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,sb,object_encounter,
422,pedagogical-1,Elephant,6,,,,"['dax', 'daxes']",pedagogical,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,sb,object_property,
422,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
422,pedagogical-1,,,dax,name_identification,"['zobby', 'nar', 'vicket', 'blus', 'yem', 'dax']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
422,pedagogical-1,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
422,pedagogical-1,Elephant,6,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
422,pedagogical-1,Elephant,6,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
422,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
410,pedagogical-1,Bear,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
410,pedagogical-1,Bear,2,,,,"['fep', 'feps']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,mh,object_encounter,
410,pedagogical-1,Bear,2,,,,"['fep', 'feps']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,mh,object_property,
410,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
410,pedagogical-1,,,fep,name_identification,"['vicket', 'zobby', 'fep', 'blus', 'yem', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
410,pedagogical-1,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
410,pedagogical-1,Bear,2,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
410,pedagogical-1,Bear,2,been_while,character_arrival,,"['fep', 'feps']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
410,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
325,pedagogical-1,Dog,7,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
325,pedagogical-1,Dog,7,,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
325,pedagogical-1,Dog,7,,,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
325,pedagogical-1,,,NA,predicted_probability,,,pedagogical,1,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
325,pedagogical-1,,,dax,name_identification,"['blus', 'zobby', 'dax', 'nar', 'vicket', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
325,pedagogical-1,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
325,pedagogical-1,Dog,7,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
325,pedagogical-1,Dog,7,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
325,pedagogical-1,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
337,pedagogical-1,Elephant,3,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
337,pedagogical-1,Elephant,3,,,,"['wug', 'wugs']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,sb,object_encounter,
337,pedagogical-1,Elephant,3,,,,"['wug', 'wugs']",pedagogical,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,sb,object_property,
