workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
776,pedagogical-2,NA,23.758,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",An experienced researcher showed me daxes that squeaked. ,freeform,followup,
738,pedagogical-2,Barbara,11.264,,botcaptcha,0,"John says to Barbara: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Barbara'],freeform,attention,
738,pedagogical-2,tiger,22.395,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
738,pedagogical-2,,19.354,,,,,,,introduction,
738,pedagogical-2,NA,8.893,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.97,slider,followup,
738,pedagogical-2,wug,6.047,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
738,pedagogical-2,NA,4.256,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
738,pedagogical-2,NA,11.522,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,followup,
738,pedagogical-2,been_while,8.896,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
738,pedagogical-2,NA,36.936,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher who has been on this planet for a while showed me a species of plant called a wug that bloomed to have purple petals. ,freeform,followup,
731,pedagogical-2,Jennifer,11.852,,botcaptcha,0,"Richard says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Jennifer'],freeform,attention,
731,pedagogical-2,tiger,10.749,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
731,pedagogical-2,,12.226,,,,,,,introduction,
731,pedagogical-2,NA,9.781,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,1,slider,followup,
731,pedagogical-2,dax,4.789,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
731,pedagogical-2,NA,3.016,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
731,pedagogical-2,NA,19.064,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
731,pedagogical-2,been_while,13.136,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
731,pedagogical-2,NA,53.758,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I was introduced to Daxes by the researcher. He had been studying on this planet for quite some time. ,freeform,followup,
704,pedagogical-2,Margaret,9.133,,botcaptcha,0,"Robert says to Margaret: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Margaret'],freeform,attention,
704,pedagogical-2,tiger,6.593,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
704,pedagogical-2,,2.369,,,,,,,introduction,
704,pedagogical-2,NA,6.515,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.94,slider,followup,
704,pedagogical-2,wug,3.545,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
704,pedagogical-2,NA,3.016,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
704,pedagogical-2,NA,7.004,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
704,pedagogical-2,been_while,7.051,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
704,pedagogical-2,NA,65.646,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","We were met with a researcher that looked like a sheep who was going to show us around the area. He/she showed us a wug (bird-looking animal). Interestingly enough, they had green feathers though they were not green. Then we were asked what are the chances of the next wug having green feathers as well. ",freeform,followup,
683,pedagogical-2,Jennifer,49.338,,botcaptcha,1,"Robert says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Robert talking to?","['Elizabeth', 'Jennifer']",freeform,attention,
683,pedagogical-2,shadow,3.779,False,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",skyscraper,freeform,attention,
683,pedagogical-2,,0.975,,,,,,,introduction,
683,pedagogical-2,NA,74.543,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.71,slider,followup,
683,pedagogical-2,dax,6.386,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
683,pedagogical-2,NA,4.302,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
683,pedagogical-2,NA,27.973,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
683,pedagogical-2,been_while,7.732,False,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
683,pedagogical-2,NA,111.699,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",observation a seen,freeform,followup,
760,pedagogical-2,Sarah,4.798,,botcaptcha,0,"James says to Sarah: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Sarah'],freeform,attention,
760,pedagogical-2,tiger,7.004,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
760,pedagogical-2,,1.504,,,,,,,introduction,
760,pedagogical-2,NA,5.085,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.92,slider,followup,
760,pedagogical-2,fep,3.769,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
760,pedagogical-2,NA,2.926,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
760,pedagogical-2,NA,6.342,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
760,pedagogical-2,been_while,6.177,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
760,pedagogical-2,NA,30.699,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A sheep thing who has been doing lots of research here on earth showed me some feps, and also made them squeak",freeform,followup,
772,pedagogical-2,Linda,10.445,,botcaptcha,0,"James says to Linda: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Linda'],freeform,attention,
772,pedagogical-2,tiger,27.557,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
772,pedagogical-2,,19.888,,,,,,,introduction,
772,pedagogical-2,NA,7.995,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.51,slider,followup,
772,pedagogical-2,wug,6.033,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
772,pedagogical-2,NA,3.945,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
772,pedagogical-2,NA,7.514,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
772,pedagogical-2,been_while,10.145,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
772,pedagogical-2,NA,34.848,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A scientist showed me what wugs were on a different planet,freeform,followup,
677,pedagogical-2,Barbara,5.558,,botcaptcha,0,"John says to Barbara: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Barbara'],freeform,attention,
677,pedagogical-2,shadow,14.832,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
677,pedagogical-2,,71.962,,,,,,,introduction,
677,pedagogical-2,NA,4.288,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.88,slider,followup,
677,pedagogical-2,wug,2.705,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
677,pedagogical-2,NA,1.911,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
677,pedagogical-2,NA,6.208,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,followup,
677,pedagogical-2,been_while,5.513,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
677,pedagogical-2,NA,27.865,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",i was taken to a remote site on a faraway planet. there i was greeted by a researcher who had been there a while. they showed me wugs that squeak.,freeform,followup,
697,pedagogical-2,Sarah,5.415,,botcaptcha,0,"John says to Sarah: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Sarah'],freeform,attention,
697,pedagogical-2,shadow,11.941,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
697,pedagogical-2,,4.585,,,,,,,introduction,
697,pedagogical-2,NA,15.767,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.71,slider,followup,
697,pedagogical-2,fep,4.866,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
697,pedagogical-2,NA,5.448,True,generic_endorsement,,Would you say the following is true?,no,mc,followup,
697,pedagogical-2,NA,6.756,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
697,pedagogical-2,been_while,6.247,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
697,pedagogical-2,NA,34.439,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","We were introduced to fep's. The two fep's we saw had green feathers. However, it is not known if all fep's have green feathers. ",freeform,followup,
715,pedagogical-2,Margaret,6.115,,botcaptcha,0,"Michael says to Margaret: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Margaret'],freeform,attention,
715,pedagogical-2,shadow,44.779,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
715,pedagogical-2,,7.023,,,,,,,introduction,
715,pedagogical-2,NA,7.578,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.72,slider,followup,
715,pedagogical-2,wug,5.865,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
715,pedagogical-2,NA,3.725,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
715,pedagogical-2,NA,5.232,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
715,pedagogical-2,been_while,5.892,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
715,pedagogical-2,NA,13.623,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The tiger walked towards the wug and petals bloomed.,freeform,followup,
693,pedagogical-2,Margaret,7.247,,botcaptcha,0,"David says to Margaret: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Margaret'],freeform,attention,
693,pedagogical-2,tiger,9.956,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
693,pedagogical-2,,9.03,,,,,,,introduction,
693,pedagogical-2,NA,4.162,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.98,slider,followup,
693,pedagogical-2,fep,3.455,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
693,pedagogical-2,NA,3.384,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
693,pedagogical-2,NA,7.636,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
693,pedagogical-2,been_while,6.449,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
693,pedagogical-2,NA,28.277,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The researcher tiger was talking about the plant feps and how they have purple petals.,freeform,followup,
752,pedagogical-2,Jessica,9.886,,botcaptcha,0,"Michael says to Jessica: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Jessica'],freeform,attention,
752,pedagogical-2,tiger,35.548,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
752,pedagogical-2,,6.488,,,,,,,introduction,
752,pedagogical-2,NA,11.116,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.78,slider,followup,
752,pedagogical-2,fep,5.873,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
752,pedagogical-2,NA,3.4,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
752,pedagogical-2,NA,10.75,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,followup,
752,pedagogical-2,been_while,9.597,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
752,pedagogical-2,NA,34.701,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",There was a bear researcher that introduced me to a new bird called a fep and that they have green feathers.,freeform,followup,
750,pedagogical-2,Sarah,13.689,,botcaptcha,0,"Michael says to Sarah: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Sarah'],freeform,attention,
750,pedagogical-2,shadow,17.379,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
750,pedagogical-2,,5.756,,,,,,,introduction,
750,pedagogical-2,NA,8.339,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.57,slider,followup,
750,pedagogical-2,fep,5.607,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
750,pedagogical-2,NA,7.343,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
750,pedagogical-2,NA,12.609,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,no,mc,followup,
750,pedagogical-2,been_while,9.759,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
750,pedagogical-2,NA,50.604,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher showed us a new plant fep that had purple petals ,freeform,followup,
782,pedagogical-2,Margaret,2.59,,botcaptcha,0,"Charles says to Margaret: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Margaret'],freeform,attention,
782,pedagogical-2,shadow,95.667,False,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shado,freeform,attention,
782,pedagogical-2,,1.514,,,,,,,introduction,
782,pedagogical-2,NA,3.179,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.69,slider,followup,
782,pedagogical-2,fep,5.374,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
782,pedagogical-2,NA,2.236,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
782,pedagogical-2,NA,3.207,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,followup,
782,pedagogical-2,been_while,2.525,False,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
782,pedagogical-2,NA,8.303,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",Good.,freeform,followup,
723,pedagogical-2,Patricia,15.693,,botcaptcha,0,"Thomas says to Patricia: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Patricia'],freeform,attention,
723,pedagogical-2,tiger,36.101,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
723,pedagogical-2,,64.318,,,,,,,introduction,
723,pedagogical-2,NA,7.775,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.81,slider,followup,
723,pedagogical-2,wug,4.576,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
723,pedagogical-2,NA,6.543,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
723,pedagogical-2,NA,77.287,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,no,mc,followup,
723,pedagogical-2,been_while,11.495,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
723,pedagogical-2,NA,70.76,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",There is researcher who arrived the planed for researching.,freeform,followup,
713,pedagogical-2,Susan,12.668,,botcaptcha,0,"Richard says to Susan: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Susan'],freeform,attention,
713,pedagogical-2,tiger,34.897,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
713,pedagogical-2,,13.65,,,,,,,introduction,
713,pedagogical-2,NA,17.839,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.83,slider,followup,
713,pedagogical-2,dax,9.462,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
713,pedagogical-2,NA,5.039,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
713,pedagogical-2,NA,11.323,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
713,pedagogical-2,been_while,11.899,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
713,pedagogical-2,NA,68.878,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I am researching another planet and another researcher who already there shows me things on the planet such as the dax.,freeform,followup,
784,pedagogical-2,Elizabeth,13.855,,botcaptcha,0,"Thomas says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Elizabeth'],freeform,attention,
784,pedagogical-2,shadow,19.095,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
784,pedagogical-2,,8.186,,,,,,,introduction,
784,pedagogical-2,NA,7.195,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.98,slider,followup,
784,pedagogical-2,dax,6.346,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
784,pedagogical-2,NA,5.646,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
784,pedagogical-2,NA,16.448,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
784,pedagogical-2,been_while,8.898,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
784,pedagogical-2,NA,64.963,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The researcher on the alien planet is cataloguing animals and objects and introduced us to two daxes.,freeform,followup,
679,pedagogical-2,Barbara,6.43,,botcaptcha,0,"Robert says to Barbara: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Barbara'],freeform,attention,
679,pedagogical-2,shadow,8.41,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
679,pedagogical-2,,5.397,,,,,,,introduction,
679,pedagogical-2,NA,6.485,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.82,slider,followup,
679,pedagogical-2,wug,3.293,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
679,pedagogical-2,NA,3.57,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
679,pedagogical-2,NA,5.479,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,followup,
679,pedagogical-2,been_while,7.138,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
679,pedagogical-2,NA,31.025,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I came across a fellow researcher who is there studying animals and plants and they explain what a ""wug"" is to me and how they squeak. ",freeform,followup,
790,pedagogical-2,Jennifer,8.916,,botcaptcha,0,"James says to Jennifer: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Jennifer'],freeform,attention,
790,pedagogical-2,shadow,18.058,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
790,pedagogical-2,,32.719,,,,,,,introduction,
790,pedagogical-2,NA,6.348,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,1,slider,followup,
790,pedagogical-2,dax,6.513,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
790,pedagogical-2,NA,4.93,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
790,pedagogical-2,NA,7.692,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,followup,
790,pedagogical-2,been_while,8.22,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
790,pedagogical-2,NA,41.574,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",There was a new researcher that introduced daxes to me and had shown me that they squeak.,freeform,followup,
744,pedagogical-2,Margaret,12.875,,botcaptcha,0,"John says to Margaret: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Margaret'],freeform,attention,
744,pedagogical-2,shadow,11.664,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
744,pedagogical-2,,6.133,,,,,,,introduction,
744,pedagogical-2,NA,9.819,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.99,slider,followup,
744,pedagogical-2,wug,4.573,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
744,pedagogical-2,NA,3.238,True,generic_endorsement,,Would you say the following is true?,no,mc,followup,
744,pedagogical-2,NA,10.091,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,followup,
744,pedagogical-2,been_while,6.993,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
744,pedagogical-2,NA,40.296,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",Another scientist in the form of a monkey has been studying the new planet for a while and he was showing me a new species called wugs. ,freeform,followup,
768,pedagogical-2,Barbara,8.218,,botcaptcha,0,"Charles says to Barbara: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Barbara'],freeform,attention,
768,pedagogical-2,shadow,10.748,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
768,pedagogical-2,,3.525,,,,,,,introduction,
768,pedagogical-2,NA,5.488,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.86,slider,followup,
768,pedagogical-2,wug,3.103,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
768,pedagogical-2,NA,4.288,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
768,pedagogical-2,NA,7.681,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,yes,mc,followup,
768,pedagogical-2,been_while,5.99,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
768,pedagogical-2,NA,49.444,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A strange monkey who is a researcher on an alien planet led me over to a tree to show me two ""wugs"" and told me that they had green feathers (which the wugs then displayed).",freeform,followup,
706,pedagogical-2,Jennifer,13.291,,botcaptcha,0,"William says to Jennifer: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Jennifer'],freeform,attention,
706,pedagogical-2,tiger,15.941,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
706,pedagogical-2,,5.835,,,,,,,introduction,
706,pedagogical-2,NA,8.841,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.89,slider,followup,
706,pedagogical-2,dax,5.735,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
706,pedagogical-2,NA,4.407,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
706,pedagogical-2,NA,9.25,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,followup,
706,pedagogical-2,been_while,8.754,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
706,pedagogical-2,NA,19.839,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I met a researcher who showed me a species,freeform,followup,
717,pedagogical-2,Linda,7.946,,botcaptcha,0,"Michael says to Linda: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Linda'],freeform,attention,
717,pedagogical-2,shadow,12.262,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
717,pedagogical-2,,10.707,,,,,,,introduction,
717,pedagogical-2,NA,12.787,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.49,slider,followup,
717,pedagogical-2,fep,5.029,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
717,pedagogical-2,NA,6.671,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
717,pedagogical-2,NA,10.806,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,followup,
717,pedagogical-2,been_while,8.389,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
