"","workerid","proliferate.condition","agent","background","item_name","item_presentation_condition","n_examples","object","property","speaker","trial_num.x","trial_time_in_seconds.x","trial_type","error.x","correct_answer","is_correct","prompt","response","response_time_in_seconds","response_type","trial_num.y","trial_time_in_seconds.y","error.y"
"139",26,"accidental-1","",NA,"","",NA,"","","",0,5.811,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.48,11.998,"slider",1,26.542,NA
"140",26,"accidental-1","Sheep",10,"blicket","accidental",1,"artifact","squeaking","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.48,11.998,"slider",1,26.542,NA
"141",27,"accidental-1","",NA,"","",NA,"","","",0,4.689,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.6,14.357,"slider",1,25.702,NA
"142",27,"accidental-1","Dog",4,"fep","accidental",1,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.6,14.357,"slider",1,25.702,NA
"143",28,"pedagogical-1","",NA,"","",NA,"","","",0,4.861,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.66,14.994,"slider",1,24.117,NA
"144",28,"pedagogical-1","Tiger",2,"blicket","pedagogical",1,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.66,14.994,"slider",1,24.117,NA
"145",29,"pedagogical-1","",NA,"","",NA,"","","",0,19.709,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.37,26.402,"slider",1,34.354,NA
"146",29,"pedagogical-1","Bear",1,"dax","accidental",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.37,26.402,"slider",1,34.354,NA
"147",30,"accidental-1","",NA,"","",NA,"","","",0,15.674,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.81,8.938,"slider",1,26.94,NA
"148",30,"accidental-1","Tiger",2,"dax","accidental",1,"artifact","squeaking","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.81,8.938,"slider",1,26.94,NA
"149",31,"pedagogical-1","",NA,"","",NA,"","","",0,9.954,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.69,11.721,"slider",1,25.778,NA
"150",31,"pedagogical-1","Elephant",8,"fep","pedagogical",1,"artifact","squeaking","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.69,11.721,"slider",1,25.778,NA
"151",32,"accidental-1","",NA,"","",NA,"","","",0,10.042,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.72,13.345,"slider",1,27.988,NA
"152",32,"accidental-1","Elephant",5,"fep","accidental",1,"artifact","squeaking","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.72,13.345,"slider",1,27.988,NA
"153",33,"pedagogical-1","",NA,"","",NA,"","","",0,8.482,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.81,11.051,"slider",1,28.024,NA
"154",33,"pedagogical-1","Tiger",6,"fep","pedagogical",1,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.81,11.051,"slider",1,28.024,NA
"155",34,"accidental-1","",NA,"","",NA,"","","",0,7.295,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.99,6.071,"slider",1,26.235,NA
"156",34,"accidental-1","Monkey",9,"fep","accidental",1,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.99,6.071,"slider",1,26.235,NA
"157",35,"pedagogical-1","",NA,"","",NA,"","","",0,4.753,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.48,9.054,"slider",1,58.131,NA
"158",35,"pedagogical-1","Monkey",3,"fep","pedagogical",1,"artifact","squeaking","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.48,9.054,"slider",1,58.131,NA
"159",36,"accidental-1","",NA,"","",NA,"","","",0,6.135,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.65,15.931,"slider",1,25.305,NA
"160",36,"accidental-1","Monkey",3,"dax","accidental",1,"bird","green feathers","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.65,15.931,"slider",1,25.305,NA
"161",49,"accidental-2","",NA,"","",NA,"","","",0,8.256,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.83,78.124,"slider",2,48.482,NA
"162",49,"accidental-2","Tiger",5,"dax","accidental",2,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.83,78.124,"slider",2,48.482,NA
"163",49,"accidental-2","Pig",5,"dax","accidental",2,"artifact","squeaking","tg",2,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.83,78.124,"slider",2,48.482,NA
"164",50,"naive-1","",NA,"","",NA,"","","",0,37.564,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.84,5.553,"slider",1,26.501,NA
"165",50,"naive-1","Cat",6,"dax","naive",1,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.84,5.553,"slider",1,26.501,NA
"166",51,"naive-2","",NA,"","",NA,"","","",0,10.305,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.87,12.567,"slider",1,42.793,NA
"167",51,"naive-2","Dog",8,"dax","naive",2,"bird","green feathers","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.87,12.567,"slider",1,42.793,NA
"168",52,"pedagogical-2","",NA,"","",NA,"","","",0,14.364,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.7,15.146,"slider",1,43.301,NA
"169",52,"pedagogical-2","Pig",7,"fep","pedagogical",2,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.7,15.146,"slider",1,43.301,NA
"170",53,"accidental-2","",NA,"","",NA,"","","",0,6.888,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.68,7.467,"slider",2,49.775,NA
"171",53,"accidental-2","Monkey",4,"blicket","accidental",2,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.68,7.467,"slider",2,49.775,NA
"172",53,"accidental-2","Pig",4,"blicket","accidental",2,"flower","purple petals","sb",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.68,7.467,"slider",2,49.775,NA
"173",54,"naive-1","",NA,"","",NA,"","","",0,23.432,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.48,23.171,"slider",1,58.004,NA
"174",54,"naive-1","Pig",3,"blicket","naive",1,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.48,23.171,"slider",1,58.004,NA
"175",55,"naive-2","",NA,"","",NA,"","","",0,6.519,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.54,9.617,"slider",1,34.49,NA
"176",55,"naive-2","Elephant",5,"dax","naive",2,"artifact","squeaking","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.54,9.617,"slider",1,34.49,NA
"177",56,"pedagogical-2","",NA,"","",NA,"","","",0,10.365,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.85,5.484,"slider",1,40.097,NA
"178",56,"pedagogical-2","Tiger",8,"dax","pedagogical",2,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.85,5.484,"slider",1,40.097,NA
"179",57,"accidental-2","",NA,"","",NA,"","","",0,5.849,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.75,7.298,"slider",2,53.661,NA
"180",57,"accidental-2","Monkey",8,"blicket","accidental",2,"artifact","squeaking","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.75,7.298,"slider",2,53.661,NA
"181",57,"accidental-2","Pig",8,"blicket","accidental",2,"artifact","squeaking","mh",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.75,7.298,"slider",2,53.661,NA
"182",58,"naive-1","",NA,"","",NA,"","","",0,9.902,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.93,7.576,"slider",1,28.783,NA
"183",58,"naive-1","Tiger",10,"fep","naive",1,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.93,7.576,"slider",1,28.783,NA
"184",59,"naive-2","",NA,"","",NA,"","","",0,12.352,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.94,8.23,"slider",1,36.614,NA
"185",59,"naive-2","Sheep",8,"blicket","naive",2,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.94,8.23,"slider",1,36.614,NA
"186",60,"pedagogical-2","",NA,"","",NA,"","","",0,26.082,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.74,8.011,"slider",1,33.838,NA
"187",60,"pedagogical-2","Monkey",10,"dax","pedagogical",2,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.74,8.011,"slider",1,33.838,NA
"188",61,"accidental-2","",NA,"","",NA,"","","",0,5.746,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.74,10.02,"slider",2,49.739,NA
"189",61,"accidental-2","Monkey",5,"blicket","accidental",2,"bird","green feathers","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.74,10.02,"slider",2,49.739,NA
"190",61,"accidental-2","Sheep",5,"blicket","accidental",2,"bird","green feathers","sb",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.74,10.02,"slider",2,49.739,NA
"191",62,"naive-1","",NA,"","",NA,"","","",0,20.517,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.76,15.503,"slider",1,33.794,NA
"192",62,"naive-1","Cat",5,"dax","naive",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.76,15.503,"slider",1,33.794,NA
"193",63,"naive-2","",NA,"","",NA,"","","",0,5.949,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.48,19.447,"slider",1,37.086,NA
"194",63,"naive-2","Monkey",9,"fep","naive",2,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.48,19.447,"slider",1,37.086,NA
"195",64,"pedagogical-2","",NA,"","",NA,"","","",0,7.36,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.65,10.956,"slider",1,34.757,NA
"196",64,"pedagogical-2","Pig",8,"fep","pedagogical",2,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.65,10.956,"slider",1,34.757,NA
"197",65,"accidental-2","",NA,"","",NA,"","","",0,3.475,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.61,14.135,"slider",2,51.225,NA
"198",65,"accidental-2","Pig",1,"blicket","accidental",2,"bird","green feathers","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.61,14.135,"slider",2,51.225,NA
"199",65,"accidental-2","Bear",1,"blicket","accidental",2,"bird","green feathers","mh",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.61,14.135,"slider",2,51.225,NA
"200",66,"naive-1","",NA,"","",NA,"","","",0,9.156,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has green feathers?",0.88,8.2,"slider",1,28.547,NA
"201",66,"naive-1","Sheep",8,"fep","naive",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has green feathers?",0.88,8.2,"slider",1,28.547,NA
"202",67,"naive-2","",NA,"","",NA,"","","",0,8.919,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.51,17.194,"slider",1,35.394,NA
"203",67,"naive-2","Tiger",4,"dax","naive",2,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.51,17.194,"slider",1,35.394,NA
"204",69,"accidental-2","",NA,"","",NA,"","","",0,5.173,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.81,7.762,"slider",2,48.497,NA
"205",69,"accidental-2","Dog",8,"fep","accidental",2,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.81,7.762,"slider",2,48.497,NA
"206",69,"accidental-2","Pig",8,"fep","accidental",2,"flower","purple petals","tg",2,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.81,7.762,"slider",2,48.497,NA
"207",70,"naive-1","",NA,"","",NA,"","","",0,13.232,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.71,18.11,"slider",1,32.949,NA
"208",70,"naive-1","Elephant",9,"dax","naive",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.71,18.11,"slider",1,32.949,NA
"209",71,"naive-2","",NA,"","",NA,"","","",0,75.606,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.73,29.745,"slider",1,86.332,NA
"210",71,"naive-2","Cat",2,"blicket","naive",2,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.73,29.745,"slider",1,86.332,NA
"211",72,"pedagogical-2","",NA,"","",NA,"","","",0,4.411,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.91,9.357,"slider",1,32.639,NA
"212",72,"pedagogical-2","Monkey",7,"dax","pedagogical",2,"bird","green feathers","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.91,9.357,"slider",1,32.639,NA
"213",73,"accidental-2","",NA,"","",NA,"","","",0,13.229,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.97,9.59,"slider",2,55.158,NA
"214",73,"accidental-2","Dog",8,"blicket","accidental",2,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.97,9.59,"slider",2,55.158,NA
"215",73,"accidental-2","Cat",8,"blicket","accidental",2,"flower","purple petals","mh",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.97,9.59,"slider",2,55.158,NA
"216",74,"naive-2","",NA,"","",NA,"","","",0,21.39,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.48,13.573,"slider",1,41.154,NA
"217",74,"naive-2","Bear",9,"dax","naive",2,"artifact","squeaking","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.48,13.573,"slider",1,41.154,NA
"218",75,"naive-1","",NA,"","",NA,"","","",0,10.276,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.92,15.97,"slider",1,31.059,NA
"219",75,"naive-1","Cat",2,"blicket","naive",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.92,15.97,"slider",1,31.059,NA
"220",76,"pedagogical-2","",NA,"","",NA,"","","",0,1.797,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.8,5.839,"slider",1,33.983,NA
"221",76,"pedagogical-2","Tiger",7,"dax","pedagogical",2,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.8,5.839,"slider",1,33.983,NA
"222",77,"accidental-2","",NA,"","",NA,"","","",0,5.768,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.9,9.048,"slider",2,51.869,NA
"223",77,"accidental-2","Sheep",7,"blicket","accidental",2,"artifact","squeaking","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.9,9.048,"slider",2,51.869,NA
"224",77,"accidental-2","Pig",7,"blicket","accidental",2,"artifact","squeaking","sb",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.9,9.048,"slider",2,51.869,NA
"225",78,"naive-1","",NA,"","",NA,"","","",0,4.722,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.49,10.183,"slider",1,31.846,NA
"226",78,"naive-1","Dog",7,"dax","naive",1,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.49,10.183,"slider",1,31.846,NA
"227",79,"naive-2","",NA,"","",NA,"","","",0,7.779,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.67,6.754,"slider",1,37.131,NA
"228",79,"naive-2","Dog",9,"blicket","naive",2,"artifact","squeaking","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it squeaks?",0.67,6.754,"slider",1,37.131,NA
"229",80,"pedagogical-2","",NA,"","",NA,"","","",0,21.406,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.61,23.631,"slider",1,96.543,NA
"230",80,"pedagogical-2","Pig",6,"dax","pedagogical",2,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has green feathers?",0.61,23.631,"slider",1,96.543,NA
"231",81,"accidental-2","",NA,"","",NA,"","","",0,3.139,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",1,7.972,"slider",2,75.503,NA
"232",81,"accidental-2","Bear",5,"fep","accidental",2,"artifact","squeaking","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",1,7.972,"slider",2,75.503,NA
"233",81,"accidental-2","Dog",5,"fep","accidental",2,"artifact","squeaking","tg",2,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",1,7.972,"slider",2,75.503,NA
"234",82,"naive-2","",NA,"","",NA,"","","",0,8.731,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.99,15.162,"slider",1,51.752,NA
"235",82,"naive-2","Dog",1,"blicket","naive",2,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.99,15.162,"slider",1,51.752,NA
"236",83,"naive-1","",NA,"","",NA,"","","",0,10.827,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.6,11.519,"slider",1,31.224,NA
"237",83,"naive-1","Cat",1,"dax","naive",1,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",0.6,11.519,"slider",1,31.224,NA
"238",84,"pedagogical-2","",NA,"","",NA,"","","",0,9.409,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.74,12.316,"slider",1,36.878,NA
"239",84,"pedagogical-2","Bear",6,"blicket","pedagogical",2,"bird","green feathers","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.74,12.316,"slider",1,36.878,NA
"240",85,"accidental-2","",NA,"","",NA,"","","",0,6.28,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.6,8.826,"slider",2,290.221,NA
"241",85,"accidental-2","Pig",7,"blicket","accidental",2,"bird","green feathers","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.6,8.826,"slider",2,290.221,NA
"242",85,"accidental-2","Bear",7,"blicket","accidental",2,"bird","green feathers","sb",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.6,8.826,"slider",2,290.221,NA
"243",86,"naive-1","",NA,"","",NA,"","","",0,10.21,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.49,18.992,"slider",2,56.452,NA
"244",86,"naive-1","Pig",6,"fep","accidental",1,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.49,18.992,"slider",2,56.452,NA
"245",86,"naive-1","Sheep",6,"fep","accidental",1,"artifact","squeaking","tg",2,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.49,18.992,"slider",2,56.452,NA
"246",87,"naive-2","",NA,"","",NA,"","","",0,3.294,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.48,9.936,"slider",1,174.714,NA
"247",87,"naive-2","Sheep",1,"fep","naive",2,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.48,9.936,"slider",1,174.714,NA
"248",88,"pedagogical-2","",NA,"","",NA,"","","",0,7.236,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.97,8.025,"slider",1,29.828,NA
"249",88,"pedagogical-2","Pig",9,"dax","pedagogical",2,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it squeaks?",0.97,8.025,"slider",1,29.828,NA
"250",89,"naive-2","",NA,"","",NA,"","","",0,27.26,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.99,11.359,"slider",1,40.122,NA
"251",89,"naive-2","Monkey",1,"fep","naive",2,"artifact","squeaking","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it squeaks?",0.99,11.359,"slider",1,40.122,NA
"252",90,"accidental-2","",NA,"","",NA,"","","",0,18.672,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.84,9.933,"slider",2,55.945,NA
"253",90,"accidental-2","Tiger",7,"fep","accidental",2,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.84,9.933,"slider",2,55.945,NA
"254",90,"accidental-2","Monkey",7,"fep","accidental",2,"flower","purple petals","sb",2,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.84,9.933,"slider",2,55.945,NA
"255",91,"naive-1","",NA,"","",NA,"","","",0,6.616,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.99,6.198,"slider",1,75.474,NA
"256",91,"naive-1","Tiger",8,"blicket","naive",1,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.99,6.198,"slider",1,75.474,NA
"257",92,"pedagogical-2","",NA,"","",NA,"","","",0,6.311,"introduction",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",1,9.534,"slider",1,37.506,NA
"258",92,"pedagogical-2","Tiger",7,"dax","pedagogical",2,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another dax. What are the chances that it has purple petals?",1,9.534,"slider",1,37.506,NA
"259",93,"accidental-2","",NA,"","",NA,"","","",0,16.013,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.86,8.448,"slider",2,53.409,NA
"260",93,"accidental-2","Tiger",8,"blicket","accidental",2,"bird","green feathers","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.86,8.448,"slider",2,53.409,NA
"261",93,"accidental-2","Dog",8,"blicket","accidental",2,"bird","green feathers","sb",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.86,8.448,"slider",2,53.409,NA
"262",94,"naive-2","",NA,"","",NA,"","","",0,14.559,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.79,8.417,"slider",1,29.534,NA
"263",94,"naive-2","Bear",4,"blicket","naive",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",0.79,8.417,"slider",1,29.534,NA
"264",95,"naive-1","",NA,"","",NA,"","","",0,5.848,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",1,8.573,"slider",1,24.224,NA
"265",95,"naive-1","Dog",7,"blicket","pedagogical",1,"bird","green feathers","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has green feathers?",1,8.573,"slider",1,24.224,NA
"266",96,"pedagogical-2","",NA,"","",NA,"","","",0,11.711,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.99,8.69,"slider",1,35.388,NA
"267",96,"pedagogical-2","Cat",7,"blicket","pedagogical",2,"flower","purple petals","sb",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.99,8.69,"slider",1,35.388,NA
"268",97,"accidental-2","",NA,"","",NA,"","","",0,63.962,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.86,9.147,"slider",2,49.316,NA
"269",97,"accidental-2","Tiger",5,"blicket","accidental",2,"flower","purple petals","mh",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.86,9.147,"slider",2,49.316,NA
"270",97,"accidental-2","Bear",5,"blicket","accidental",2,"flower","purple petals","tg",2,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",0.86,9.147,"slider",2,49.316,NA
"271",98,"naive-1","",NA,"","",NA,"","","",0,18.002,"introduction",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",1,11.367,"slider",1,34.108,NA
"272",98,"naive-1","Sheep",2,"blicket","naive",1,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another blicket. What are the chances that it has purple petals?",1,11.367,"slider",1,34.108,NA
"273",99,"naive-2","",NA,"","",NA,"","","",0,14.175,"introduction",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.8,63.848,"slider",1,41.06,NA
"274",99,"naive-2","Cat",4,"fep","naive",2,"flower","purple petals","tg",1,NA,"trial",NA,NA,"True","Imagine that you come across another fep. What are the chances that it has purple petals?",0.8,63.848,"slider",1,41.06,NA
