workerid,proliferate.condition,correct_answer,duration,is_correct,num_fails,prompt,response,response_type,responses,type,error
202,pedagogical-2,Margaret,8.858,,0,"Thomas says to Margaret: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",,,['Margaret'],attention,
202,pedagogical-2,tiger,11.092,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
202,pedagogical-2,,7.019,,,,,,,introduction,
202,pedagogical-2,NA,9.05,True,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.87,slider,,,
202,pedagogical-2,wug,3.514,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
202,pedagogical-2,NA,3.222,True,,Would you say the following is true?,yes,mc,,,
202,pedagogical-2,NA,7.54,True,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,,,
202,pedagogical-2,been_while,6.778,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
202,pedagogical-2,NA,57.49,True,,"In the text box below, please describe briefly what happened in this experiment.",I am a researcher exploring an alien plant for things like plants and objects. An elephant researcher already at the island is there to show me some of these things. She shows me plants called wugs that sprout purple flowers.,freeform,,,
194,pedagogical-2,Jessica,9.223,,0,"Robert says to Jessica: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",,,['Jessica'],attention,
194,pedagogical-2,tiger,15.761,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
194,pedagogical-2,,13.79,,,,,,,introduction,
194,pedagogical-2,NA,9.065,True,,Imagine that you come across another wug. What are the chances that it squeaks?,1,slider,,,
194,pedagogical-2,wug,5.696,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
194,pedagogical-2,NA,7.44,True,,Would you say the following is true?,yes,mc,,,
194,pedagogical-2,NA,9.359,True,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,yes,mc,,,
194,pedagogical-2,been_while,13.922,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
194,pedagogical-2,NA,86.502,True,,"In the text box below, please describe briefly what happened in this experiment.","I was sent to a planet far away. When I arrived, I came across another scientist who stated they'd been studying the life of the planet for a while. They showed me a form called a wug that squeaked.",freeform,,,
210,pedagogical-2,Patricia,5.126,,0,"Richard says to Patricia: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",,,['Patricia'],attention,
210,pedagogical-2,tiger,6.877,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
210,pedagogical-2,,2.399,,,,,,,introduction,
210,pedagogical-2,NA,4.352,True,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.74,slider,,,
210,pedagogical-2,fep,3.33,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
210,pedagogical-2,NA,2.709,True,,Would you say the following is true?,yes,mc,,,
210,pedagogical-2,NA,7.483,True,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,no,mc,,,
210,pedagogical-2,been_while,9.882,False,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
210,pedagogical-2,NA,14.254,True,,"In the text box below, please describe briefly what happened in this experiment.",They wanted to see how the petals would be purple,freeform,,,
225,pedagogical-2,Jessica,6.377,,0,"William says to Jessica: ""It's a beautiful day, isn't it?"" Who is William talking to?",,,['Jessica'],attention,
225,pedagogical-2,shadow,10.579,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
225,pedagogical-2,,7.188,,,,,,,introduction,
225,pedagogical-2,NA,7.395,True,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.85,slider,,,
225,pedagogical-2,fep,5.657,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
225,pedagogical-2,NA,3.146,True,,Would you say the following is true?,yes,mc,,,
225,pedagogical-2,NA,24.545,True,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,,,
225,pedagogical-2,been_while,9.504,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
225,pedagogical-2,NA,88.676,True,,"In the text box below, please describe briefly what happened in this experiment.","I was sent to investigate and report my findings and when I got there, there was another thing there that had been researching. He showed me some birds called feps with green feathers.",freeform,,,
157,pedagogical-2,Elizabeth,8.704,,0,"John says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is John talking to?",,,['Elizabeth'],attention,
157,pedagogical-2,shadow,14.826,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
157,pedagogical-2,,12.264,,,,,,,introduction,
157,pedagogical-2,NA,10.481,True,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.89,slider,,,
157,pedagogical-2,fep,3.006,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
157,pedagogical-2,NA,3.254,True,,Would you say the following is true?,yes,mc,,,
157,pedagogical-2,NA,6.366,True,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,yes,mc,,,
157,pedagogical-2,been_while,5.327,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
157,pedagogical-2,NA,41.661,True,,"In the text box below, please describe briefly what happened in this experiment.","My dog researcher friend, who has been studying the planet's life forms for a while, show me some fep plants, some feps. They then show me how the plants can bloom with purple petals.",freeform,,,
206,pedagogical-2,Patricia,9.698,,0,"Robert says to Patricia: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",,,['Patricia'],attention,
206,pedagogical-2,tiger,26.583,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
206,pedagogical-2,,9.832,,,,,,,introduction,
206,pedagogical-2,NA,20.256,True,,Imagine that you come across another dax. What are the chances that it squeaks?,0.51,slider,,,
206,pedagogical-2,dax,6.834,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
206,pedagogical-2,NA,7.913,True,,Would you say the following is true?,yes,mc,,,
206,pedagogical-2,NA,8.702,True,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,,,
206,pedagogical-2,been_while,4.916,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
206,pedagogical-2,NA,40.405,True,,"In the text box below, please describe briefly what happened in this experiment.",The other researcher had been there a while and knew about animals on that planet.   The researcher showed me two daxes that squeaked.   ,freeform,,,
173,pedagogical-2,Elizabeth,24.669,,0,"David says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is David talking to?",,,['Elizabeth'],attention,
173,pedagogical-2,tiger,158.969,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
173,pedagogical-2,,117.818,,,,,,,introduction,
173,pedagogical-2,NA,6.875,True,,Imagine that you come across another wug. What are the chances that it has purple petals?,1,slider,,,
173,pedagogical-2,wug,6.052,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
173,pedagogical-2,NA,3.435,True,,Would you say the following is true?,yes,mc,,,
173,pedagogical-2,NA,9.999,True,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,,,
173,pedagogical-2,been_while,65.762,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
173,pedagogical-2,NA,72.073,True,,"In the text box below, please describe briefly what happened in this experiment.",You see a scientist there's been doing some research on a planet and he wants you to know you remember a couple of syntaxes.,freeform,,,
182,pedagogical-2,Sarah,9.772,,0,"William says to Sarah: ""It's a beautiful day, isn't it?"" Who is William talking to?",,,['Sarah'],attention,
182,pedagogical-2,shadow,11.547,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
182,pedagogical-2,,5.191,,,,,,,introduction,
182,pedagogical-2,NA,21.263,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.48,slider,,,
182,pedagogical-2,dax,5.043,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
182,pedagogical-2,NA,5.119,True,,Would you say the following is true?,no,mc,,,
182,pedagogical-2,NA,6.064,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,,,
182,pedagogical-2,been_while,17.947,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
182,pedagogical-2,NA,32.106,True,,"In the text box below, please describe briefly what happened in this experiment.","The assistant scared a pair of Dax, and they showed that the pair seen have green underfeathers.",freeform,,,
189,pedagogical-2,Patricia,10.811,,0,"David says to Patricia: ""It's a beautiful day, isn't it?"" Who is David talking to?",,,['Patricia'],attention,
189,pedagogical-2,shadow,42.925,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
189,pedagogical-2,,9.146,,,,,,,introduction,
189,pedagogical-2,NA,12.441,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.99,slider,,,
189,pedagogical-2,dax,16.191,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
189,pedagogical-2,NA,3.406,True,,Would you say the following is true?,yes,mc,,,
189,pedagogical-2,NA,5.728,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,,,
189,pedagogical-2,been_while,7.83,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
189,pedagogical-2,NA,36.279,True,,"In the text box below, please describe briefly what happened in this experiment.","I arrived on an alien planet and met another scientist. They then proceeded to show me daxes, which have green feathers on the underside of their wings.",freeform,,,
170,pedagogical-2,Elizabeth,10.182,,0,"Joseph says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",,,['Elizabeth'],attention,
170,pedagogical-2,tiger,15.487,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
170,pedagogical-2,,2.529,,,,,,,introduction,
170,pedagogical-2,NA,6.865,True,,Imagine that you come across another fep. What are the chances that it squeaks?,0.92,slider,,,
170,pedagogical-2,fep,4.071,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
170,pedagogical-2,NA,3.174,True,,Would you say the following is true?,yes,mc,,,
170,pedagogical-2,NA,12.065,True,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,yes,mc,,,
170,pedagogical-2,been_while,5.907,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
170,pedagogical-2,NA,35.109,True,,"In the text box below, please describe briefly what happened in this experiment.",The researcher that looks like a dog showed me the feps which squeak when you squeeze them.,freeform,,,
166,pedagogical-2,Linda,8.487,,0,"David says to Linda: ""It's a beautiful day, isn't it?"" Who is David talking to?",,,['Linda'],attention,
166,pedagogical-2,tiger,13.184,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
166,pedagogical-2,,10.362,,,,,,,introduction,
166,pedagogical-2,NA,8.846,True,,Imagine that you come across another dax. What are the chances that it squeaks?,1,slider,,,
166,pedagogical-2,dax,4.806,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
166,pedagogical-2,NA,5.004,True,,Would you say the following is true?,yes,mc,,,
166,pedagogical-2,NA,9.613,True,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,,,
166,pedagogical-2,been_while,5.878,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
166,pedagogical-2,NA,17.993,True,,"In the text box below, please describe briefly what happened in this experiment.","The researcher has been here for a while, and the daxes squeak.",freeform,,,
198,pedagogical-2,Jessica,6.769,,0,"Richard says to Jessica: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",,,['Jessica'],attention,
198,pedagogical-2,shadow,10.625,,1,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,"['shaddow', 'shadow']",attention,
198,pedagogical-2,,5.706,,,,,,,introduction,
198,pedagogical-2,NA,7.222,True,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.89,slider,,,
198,pedagogical-2,wug,4.44,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
198,pedagogical-2,NA,2.871,True,,Would you say the following is true?,yes,mc,,,
198,pedagogical-2,NA,8.537,True,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,yes,mc,,,
198,pedagogical-2,been_while,5.932,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
198,pedagogical-2,NA,61.801,True,,"In the text box below, please describe briefly what happened in this experiment.","A new scientist met another researcher who has been doing experiments on the new planet for awhile. The researcher showed the scientists some plants called ""wugs"" that have purple pedals.",freeform,,,
177,pedagogical-2,Patricia,14.07,,0,"Robert says to Patricia: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",,,['Patricia'],attention,
177,pedagogical-2,tiger,12.718,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
177,pedagogical-2,,14.79,,,,,,,introduction,
177,pedagogical-2,NA,23.031,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.92,slider,,,
177,pedagogical-2,dax,3.912,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
177,pedagogical-2,NA,4.596,True,,Would you say the following is true?,yes,mc,,,
177,pedagogical-2,NA,9.825,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,yes,mc,,,
177,pedagogical-2,been_while,11.788,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
177,pedagogical-2,NA,176.615,True,,"In the text box below, please describe briefly what happened in this experiment.","I traveled to a distant planet to study and catalogue new plant and animal life.  I met a scientist who has been there longer and claims to be knowledgeable about the life there.   The new scientist showed me a pair of birds called ""dax"" and pointed out that they both had green feathers.",freeform,,,
230,pedagogical-2,Margaret,8.492,,0,"Richard says to Margaret: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",,,['Margaret'],attention,
230,pedagogical-2,tiger,7.031,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
230,pedagogical-2,,3.703,,,,,,,introduction,
230,pedagogical-2,NA,6.94,True,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.91,slider,,,
230,pedagogical-2,fep,4.781,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
230,pedagogical-2,NA,2.914,True,,Would you say the following is true?,yes,mc,,,
230,pedagogical-2,NA,9.105,True,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,,,
230,pedagogical-2,been_while,6.531,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
230,pedagogical-2,NA,59.983,True,,"In the text box below, please describe briefly what happened in this experiment.",I went to another planet and met with a fellow researcher who has been doing work here for years and is knowledgeable about the planet. They showed me a birdlike creature called a fep which has green feathers on the underside of its wings.,freeform,,,
205,accidental-2,Margaret,7.398,,0,"Joseph says to Margaret: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",,,['Margaret'],attention,
205,accidental-2,shadow,7.691,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
205,accidental-2,,8.688,,,,,,,introduction,
205,accidental-2,NA,6.689,True,,Imagine that you come across another wug. What are the chances that it squeaks?,0.83,slider,,,
205,accidental-2,wug,3.519,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
205,accidental-2,NA,2.126,True,,Would you say the following is true?,yes,mc,,,
205,accidental-2,NA,6.537,True,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,no,mc,,,
205,accidental-2,just_arrived,8.434,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
205,accidental-2,NA,17.63,True,,"In the text box below, please describe briefly what happened in this experiment.","new researcher came, saw wugs, squeezed it and it squeaked ",freeform,,,
176,accidental-2,Patricia,14.575,,0,"John says to Patricia: ""It's a beautiful day, isn't it?"" Who is John talking to?",,,['Patricia'],attention,
176,accidental-2,tiger,19.407,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
176,accidental-2,,7.671,,,,,,,introduction,
176,accidental-2,NA,12.465,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.75,slider,,,
176,accidental-2,dax,5.729,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
176,accidental-2,NA,3.494,True,,Would you say the following is true?,yes,mc,,,
176,accidental-2,NA,19.503,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,,,
176,accidental-2,just_arrived,9.032,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
176,accidental-2,NA,23.592,True,,"In the text box below, please describe briefly what happened in this experiment.",The new researcher who just arrived learned that daxes have green feathers.,freeform,,,
156,accidental-2,Patricia,8.18,,0,"William says to Patricia: ""It's a beautiful day, isn't it?"" Who is William talking to?",,,['Patricia'],attention,
156,accidental-2,shadow,16.293,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
156,accidental-2,,2.734,,,,,,,introduction,
156,accidental-2,NA,6.922,True,,Imagine that you come across another fep. What are the chances that it squeaks?,0.84,slider,,,
156,accidental-2,fep,4.429,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
156,accidental-2,NA,2.811,True,,Would you say the following is true?,yes,mc,,,
156,accidental-2,NA,6.312,True,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,,,
156,accidental-2,just_arrived,5.36,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
156,accidental-2,NA,27.365,True,,"In the text box below, please describe briefly what happened in this experiment.","A new researcher arrives on a planet, and encounters 'feps.' He observes them squeaking.",freeform,,,
220,accidental-2,Sarah,10.144,,0,"James says to Sarah: ""It's a beautiful day, isn't it?"" Who is James talking to?",,,['Sarah'],attention,
220,accidental-2,shadow,17.333,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
220,accidental-2,,37.31,,,,,,,introduction,
220,accidental-2,NA,17.682,True,,Imagine that you come across another fep. What are the chances that it squeaks?,0.72,slider,,,
220,accidental-2,fep,5.568,True,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,,,
220,accidental-2,NA,5.597,True,,Would you say the following is true?,yes,mc,,,
220,accidental-2,NA,8.185,True,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,,,
220,accidental-2,just_arrived,10.873,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
220,accidental-2,NA,66.971,True,,"In the text box below, please describe briefly what happened in this experiment.","In the experiment, a new researcher found two items, both called fep, on a table.  The research squeezed the two feps and each time they squeaked.",freeform,,,
181,accidental-2,Elizabeth,13.487,,0,"Thomas says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",,,['Elizabeth'],attention,
181,accidental-2,tiger,12.858,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
181,accidental-2,,1.474,,,,,,,introduction,
181,accidental-2,NA,12.277,True,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.49,slider,,,
181,accidental-2,wug,6.189,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
181,accidental-2,NA,3.395,True,,Would you say the following is true?,yes,mc,,,
181,accidental-2,NA,5.694,True,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,,,
181,accidental-2,just_arrived,6.951,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
181,accidental-2,NA,46.235,True,,"In the text box below, please describe briefly what happened in this experiment.","The researcher walked upon two wugs, one wug lifted its wing revealing green feathers.",freeform,,,
209,accidental-2,Jessica,25.123,,1,"John says to Jessica: ""It's a beautiful day, isn't it?"" Who is John talking to?",,,"['Jessica ', 'Jessica']",attention,
209,accidental-2,tiger,12.169,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
209,accidental-2,,11.033,,,,,,,introduction,
209,accidental-2,NA,7.868,True,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.81,slider,,,
209,accidental-2,wug,6.489,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
209,accidental-2,NA,3.521,True,,Would you say the following is true?,yes,mc,,,
209,accidental-2,NA,7.972,True,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,,,
209,accidental-2,just_arrived,8.281,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
209,accidental-2,NA,25.986,True,,"In the text box below, please describe briefly what happened in this experiment.",The observer saw two wugs then noticed they had green feathers ,freeform,,,
160,accidental-2,Patricia,6.165,,0,"Richard says to Patricia: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",,,['Patricia'],attention,
160,accidental-2,shadow,12.966,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
160,accidental-2,,6.563,,,,,,,introduction,
160,accidental-2,NA,9.82,True,,Imagine that you come across another dax. What are the chances that it squeaks?,0.96,slider,,,
160,accidental-2,dax,7.715,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
160,accidental-2,NA,2.764,True,,Would you say the following is true?,yes,mc,,,
160,accidental-2,NA,9.367,True,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,no,mc,,,
160,accidental-2,just_arrived,5.899,False,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,,,
160,accidental-2,NA,33.157,True,,"In the text box below, please describe briefly what happened in this experiment.",Lion Scientist showed me what a dax is and demonstrated it squeaks.,freeform,,,
218,accidental-2,Jennifer,7.654,,0,"Joseph says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",,,['Jennifer'],attention,
218,accidental-2,shadow,18.417,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['shadow'],attention,
218,accidental-2,,9.914,,,,,,,introduction,
218,accidental-2,NA,9.733,True,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.72,slider,,,
218,accidental-2,dax,5.219,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
218,accidental-2,NA,5.559,True,,Would you say the following is true?,yes,mc,,,
218,accidental-2,NA,8.713,True,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,,,
218,accidental-2,just_arrived,6.379,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
218,accidental-2,NA,29.34,True,,"In the text box below, please describe briefly what happened in this experiment.",I visited a planet and came across another researcher who had just arrived who found 2 birds called Daxes and noticed they have green feathers underneath their wings,freeform,,,
214,accidental-2,Mary,7.295,,0,"Joseph says to Mary: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",,,['Mary'],attention,
214,accidental-2,tiger,21.38,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Tiger'],attention,
214,accidental-2,,10.073,,,,,,,introduction,
214,accidental-2,NA,14.459,True,,Imagine that you come across another dax. What are the chances that it squeaks?,0.71,slider,,,
214,accidental-2,dax,4.968,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
214,accidental-2,NA,7.646,True,,Would you say the following is true?,yes,mc,,,
214,accidental-2,NA,7.487,True,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,no,mc,,,
214,accidental-2,just_arrived,7.045,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
214,accidental-2,NA,96.985,True,,"In the text box below, please describe briefly what happened in this experiment.",An anthromorphic elephant was a new researcher who had no clue what organisms and objects existed in her vicinity.,freeform,,,
224,accidental-2,Barbara,17.027,,0,"David says to Barbara: ""It's a beautiful day, isn't it?"" Who is David talking to?",,,['barbara'],attention,
224,accidental-2,tiger,26.907,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['tiger'],attention,
224,accidental-2,,10.599,,,,,,,introduction,
224,accidental-2,NA,8.421,True,,Imagine that you come across another dax. What are the chances that it squeaks?,0.61,slider,,,
224,accidental-2,dax,8.86,True,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,,,
224,accidental-2,NA,10.711,True,,Would you say the following is true?,yes,mc,,,
224,accidental-2,NA,11.033,True,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,no,mc,,,
224,accidental-2,just_arrived,15.474,True,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,,,
224,accidental-2,NA,26.366,True,,"In the text box below, please describe briefly what happened in this experiment.",unknown animals squeaked and you quizzed me about it,freeform,,,
201,accidental-2,Jessica,7.368,,0,"Thomas says to Jessica: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",,,['Jessica'],attention,
201,accidental-2,shadow,16.967,,0,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",,,['Shadow'],attention,
201,accidental-2,,14.13,,,,,,,introduction,
201,accidental-2,NA,13.06,True,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.76,slider,,,
201,accidental-2,wug,5.281,True,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,,,
