workerid,condition,response,item,passed_id_check,sound_check_closeness,sound_check_response,correct_sound_check_word
58ee4ab7f0eb725601ae99c075bcfff7,2accidental,0.95,Blickets,True,100,tiger,tiger
58ee4ab7f0eb725601ae99c075bcfff7,2accidental,0.93,Feps,True,100,tiger,tiger
b7b3add4651f705b9c7f6d591414bab5,2accidental,0.49,Feps,True,100,evergreen,evergreen
b7b3add4651f705b9c7f6d591414bab5,2accidental,0.62,Blickets,True,100,evergreen,evergreen
b7b3add4651f705b9c7f6d591414bab5,2accidental,0.64,Daxes,True,100,evergreen,evergreen
34eabcadcf875c7d17a7c7cd75441cdf,accidental,0.92,Daxes,True,21,skyscraper,evergreen
34eabcadcf875c7d17a7c7cd75441cdf,accidental,0.9,Feps,True,21,skyscraper,evergreen
34eabcadcf875c7d17a7c7cd75441cdf,accidental,0.99,Blickets,True,21,skyscraper,evergreen
cbf5362060e69fd44eef754cf95a4431,2accidental,0.26,Blickets,False,100,tiger,tiger
cbf5362060e69fd44eef754cf95a4431,2accidental,0.72,Daxes,True,100,tiger,tiger
cbf5362060e69fd44eef754cf95a4431,2accidental,0.75,Feps,True,100,tiger,tiger
fea359892f0449b8d1f32dfbd8132e35,accidental,0.88,Daxes,True,100,evergreen,evergreen
fea359892f0449b8d1f32dfbd8132e35,accidental,0.88,Blickets,True,100,evergreen,evergreen
fea359892f0449b8d1f32dfbd8132e35,accidental,0.9,Feps,True,100,evergreen,evergreen
5e6c0f0c44fa7136b3a5de90a95cb301,pedageneric,1,Daxes,True,100,evergreen,evergreen
5e6c0f0c44fa7136b3a5de90a95cb301,pedageneric,1,Feps,True,100,evergreen,evergreen
5e6c0f0c44fa7136b3a5de90a95cb301,pedageneric,0.78,Blickets,True,100,evergreen,evergreen
2a3a774bbe86a83be07c2ce6ecf01c9b,pedagogical,0.95,Daxes,True,100,Evergreen,evergreen
2a3a774bbe86a83be07c2ce6ecf01c9b,pedagogical,0.59,Blickets,True,100,Evergreen,evergreen
2a3a774bbe86a83be07c2ce6ecf01c9b,pedagogical,0.49,Feps,True,100,Evergreen,evergreen
de28801c8cfb5ea2f861bad0ac08aed3,accidental,0.64,Feps,True,100,tiger,tiger
de28801c8cfb5ea2f861bad0ac08aed3,accidental,0.97,Daxes,True,100,tiger,tiger
de28801c8cfb5ea2f861bad0ac08aed3,accidental,1,Blickets,True,100,tiger,tiger
219172aef827570aedc64fb58f7cc72d,2pedagogical,0.95,Blickets,True,100,tiger,tiger
219172aef827570aedc64fb58f7cc72d,2pedagogical,0.96,Daxes,True,100,tiger,tiger
219172aef827570aedc64fb58f7cc72d,2pedagogical,0.96,Feps,True,100,tiger,tiger
559b65586c22322619c13d097b3cbcbb,generic,0.77,Daxes,,100,evergreen,evergreen
559b65586c22322619c13d097b3cbcbb,generic,0.79,Feps,,100,evergreen,evergreen
559b65586c22322619c13d097b3cbcbb,generic,0.88,Blickets,,100,evergreen,evergreen
56fa903bda74c5ab4f7898c52a9fb341,2pedagogical,0.56,Daxes,False,100,tiger,tiger
56fa903bda74c5ab4f7898c52a9fb341,2pedagogical,0.87,Blickets,False,100,tiger,tiger
56fa903bda74c5ab4f7898c52a9fb341,2pedagogical,0.71,Feps,False,100,tiger,tiger
38b7b1df45e0cd1503261ccbc03ce365,pedagogical,0.7,Feps,True,100,tiger,tiger
38b7b1df45e0cd1503261ccbc03ce365,pedagogical,0.59,Daxes,True,100,tiger,tiger
38b7b1df45e0cd1503261ccbc03ce365,pedagogical,0.7,Blickets,True,100,tiger,tiger
df3af676f167171a8a1843af689c870f,accidental,0.72,Feps,True,100,evergreen,evergreen
df3af676f167171a8a1843af689c870f,accidental,0.85,Blickets,False,100,evergreen,evergreen
df3af676f167171a8a1843af689c870f,accidental,0.67,Daxes,False,100,evergreen,evergreen
4fd614c681a64981f1091dd6f090456e,pedageneric,0.99,Daxes,True,100,evergreen,evergreen
4fd614c681a64981f1091dd6f090456e,pedageneric,1,Feps,True,100,evergreen,evergreen
4fd614c681a64981f1091dd6f090456e,pedageneric,1,Blickets,True,100,evergreen,evergreen
4500dab4753d46cd0fe6060182ded92d,2pedagogical,0.62,Daxes,True,100,evergreen,evergreen
4500dab4753d46cd0fe6060182ded92d,2pedagogical,0.9,Blickets,True,100,evergreen,evergreen
4500dab4753d46cd0fe6060182ded92d,2pedagogical,0.87,Feps,True,100,evergreen,evergreen
606a53040821c2ea9b0fc32046cebb58,2pedagogical,0.85,Feps,True,100,tiger,tiger
606a53040821c2ea9b0fc32046cebb58,2pedagogical,0.88,Daxes,True,100,tiger,tiger
606a53040821c2ea9b0fc32046cebb58,2pedagogical,0.78,Blickets,True,100,tiger,tiger
6a78c282b57531cd41edd82d0b7b22f9,pedageneric,1,Blickets,True,100,tiger,tiger
6a78c282b57531cd41edd82d0b7b22f9,pedageneric,1,Feps,True,100,tiger,tiger
6a78c282b57531cd41edd82d0b7b22f9,pedageneric,1,Daxes,True,100,tiger,tiger
0c68f9b7340887768fa47368c5643a0d,2accidental,0.8,Blickets,True,100,evergreen,evergreen
0c68f9b7340887768fa47368c5643a0d,2accidental,0.23,Feps,True,100,evergreen,evergreen
0c68f9b7340887768fa47368c5643a0d,2accidental,0.91,Daxes,True,100,evergreen,evergreen
0f55db7f304a563535c35b8fafcb8870,accidental,0.45,Feps,True,100,tiger,tiger
0f55db7f304a563535c35b8fafcb8870,accidental,0.92,Daxes,True,100,tiger,tiger
0f55db7f304a563535c35b8fafcb8870,accidental,0.78,Blickets,True,100,tiger,tiger
eac605a670b8d8beb74503980aea1f55,generic,0.75,Blickets,,100,evergreen,evergreen
eac605a670b8d8beb74503980aea1f55,generic,0.93,Daxes,,100,evergreen,evergreen
eac605a670b8d8beb74503980aea1f55,generic,0.76,Feps,,100,evergreen,evergreen
f2484e331c36f6b40d1eeb5c5ed9b3ec,accidental,0.56,Feps,True,100,tiger,tiger
f2484e331c36f6b40d1eeb5c5ed9b3ec,accidental,0.87,Blickets,True,100,tiger,tiger
f2484e331c36f6b40d1eeb5c5ed9b3ec,accidental,0.31,Daxes,True,100,tiger,tiger
da523dbce9613e781a284f101c2c7b85,accidental,0.88,Daxes,True,100,evergreen,evergreen
da523dbce9613e781a284f101c2c7b85,accidental,0.74,Blickets,True,100,evergreen,evergreen
da523dbce9613e781a284f101c2c7b85,accidental,0.18,Feps,True,100,evergreen,evergreen
1cef02fd0b84c505b54f5fe4b15f00e6,accidental,0.49,Daxes,True,100,evergreen,evergreen
1cef02fd0b84c505b54f5fe4b15f00e6,accidental,1,Blickets,True,100,evergreen,evergreen
1cef02fd0b84c505b54f5fe4b15f00e6,accidental,0.21,Feps,True,100,evergreen,evergreen
602f491d5396dce1a7d84b5dfc94055d,generic,0.87,Feps,,100,tiger,tiger
602f491d5396dce1a7d84b5dfc94055d,generic,0.96,Blickets,,100,tiger,tiger
602f491d5396dce1a7d84b5dfc94055d,generic,1,Daxes,,100,tiger,tiger
bd831598eb47f8c9c47d08452e24fbc1,accidental,0.64,Daxes,True,100,evergreen,evergreen
bd831598eb47f8c9c47d08452e24fbc1,accidental,0.25,Feps,True,100,evergreen,evergreen
bd831598eb47f8c9c47d08452e24fbc1,accidental,0.21,Blickets,True,100,evergreen,evergreen
de5cb29f97fcb80bfd845738c13dcd63,pedageneric,1,Blickets,True,100,evergreen,evergreen
de5cb29f97fcb80bfd845738c13dcd63,pedageneric,1,Feps,True,100,evergreen,evergreen
de5cb29f97fcb80bfd845738c13dcd63,pedageneric,1,Daxes,True,100,evergreen,evergreen
7302c29a77948e5557b5116eca1ece03,accidental,0.82,Blickets,False,100,tiger,tiger
7302c29a77948e5557b5116eca1ece03,accidental,0.8,Feps,True,100,tiger,tiger
7302c29a77948e5557b5116eca1ece03,accidental,0.73,Daxes,True,100,tiger,tiger
5fc305c58b20e51036baf57ce5018cbe,2accidental,0.5,Feps,True,100,evergreen,evergreen
5fc305c58b20e51036baf57ce5018cbe,2accidental,0.89,Daxes,True,100,evergreen,evergreen
5fc305c58b20e51036baf57ce5018cbe,2accidental,0.93,Blickets,True,100,evergreen,evergreen
db2f6f880872c07adfb868d5db09ce83,accidental,0.97,Blickets,True,100,tiger,tiger
db2f6f880872c07adfb868d5db09ce83,accidental,0.13,Feps,True,100,tiger,tiger
db2f6f880872c07adfb868d5db09ce83,accidental,0.11,Daxes,True,100,tiger,tiger
3a94dbcd4b3536e426e5803fdd81fe7e,2pedagogical,0.99,Blickets,True,100,evergreen,evergreen
3a94dbcd4b3536e426e5803fdd81fe7e,2pedagogical,0.79,Feps,True,100,evergreen,evergreen
3a94dbcd4b3536e426e5803fdd81fe7e,2pedagogical,0.99,Daxes,True,100,evergreen,evergreen
5ce6913c71304c072a9ffb272761b8b2,2pedagogical,0.77,Daxes,True,100,evergreen,evergreen
5ce6913c71304c072a9ffb272761b8b2,2pedagogical,0.94,Blickets,True,100,evergreen,evergreen
5ce6913c71304c072a9ffb272761b8b2,2pedagogical,0.89,Feps,True,100,evergreen,evergreen
1f28a7cf89714d261c716240ba471f48,pedageneric,0.98,Feps,True,100,EVERGREEN,evergreen
1f28a7cf89714d261c716240ba471f48,pedageneric,0.64,Daxes,True,100,EVERGREEN,evergreen
1f28a7cf89714d261c716240ba471f48,pedageneric,0.68,Blickets,True,100,EVERGREEN,evergreen
8f3f5929f3deb15e02775ff96068dd11,2accidental,0.71,Blickets,False,100,evergreen,evergreen
8f3f5929f3deb15e02775ff96068dd11,2accidental,0.73,Feps,True,100,evergreen,evergreen
8f3f5929f3deb15e02775ff96068dd11,2accidental,0.83,Daxes,True,100,evergreen,evergreen
958c72cda1702610f9e4d4aa88b5573b,pedagogical,0.75,Daxes,True,100,evergreen,evergreen
958c72cda1702610f9e4d4aa88b5573b,pedagogical,0.83,Feps,True,100,evergreen,evergreen
958c72cda1702610f9e4d4aa88b5573b,pedagogical,0.88,Blickets,True,100,evergreen,evergreen
8e4078d8d094fbe4ec6651c81e6c829e,accidental,0.97,Daxes,True,100,TIGER,tiger
8e4078d8d094fbe4ec6651c81e6c829e,accidental,0.05,Feps,True,100,TIGER,tiger
8e4078d8d094fbe4ec6651c81e6c829e,accidental,0.98,Blickets,True,100,TIGER,tiger
4b3987ccdee3c03c48b5e1418bccab7c,accidental,0.3,Daxes,True,100,Evergreen,evergreen
4b3987ccdee3c03c48b5e1418bccab7c,accidental,0.59,Blickets,False,100,Evergreen,evergreen
4b3987ccdee3c03c48b5e1418bccab7c,accidental,0.65,Feps,False,100,Evergreen,evergreen
30a504c37d88aee38188ee6a53d5bbae,pedagogical,0.85,Blickets,True,100,tiger,tiger
30a504c37d88aee38188ee6a53d5bbae,pedagogical,0.83,Feps,True,100,tiger,tiger
30a504c37d88aee38188ee6a53d5bbae,pedagogical,0.89,Daxes,True,100,tiger,tiger
29a6929fdba0408762326f36329f3245,2pedagogical,0.91,Feps,True,100,evergreen,evergreen
29a6929fdba0408762326f36329f3245,2pedagogical,0.9,Blickets,True,100,evergreen,evergreen
29a6929fdba0408762326f36329f3245,2pedagogical,0.89,Daxes,True,100,evergreen,evergreen
f3c1172b5939af26adaf04c9d84972b1,generic,0.99,Feps,,89,avergreen,evergreen
f3c1172b5939af26adaf04c9d84972b1,generic,0.87,Blickets,,89,avergreen,evergreen
f3c1172b5939af26adaf04c9d84972b1,generic,1,Daxes,,89,avergreen,evergreen
9fa1f5ebf624047ab47dd525cd827ec5,accidental,0.72,Daxes,True,100,evergreen,evergreen
9fa1f5ebf624047ab47dd525cd827ec5,accidental,0.75,Feps,True,100,evergreen,evergreen
9fa1f5ebf624047ab47dd525cd827ec5,accidental,0.98,Blickets,True,100,evergreen,evergreen
2c423fc090f0d8a2b9d8fdd92f1ae72f,pedageneric,0.84,Feps,True,100,evergreen,evergreen
2c423fc090f0d8a2b9d8fdd92f1ae72f,pedageneric,0.88,Daxes,True,100,evergreen,evergreen
2c423fc090f0d8a2b9d8fdd92f1ae72f,pedageneric,0.89,Blickets,True,100,evergreen,evergreen
bff3401810853ced6b5bb9a6d511f937,2pedagogical,0.49,Feps,True,100,tiger,tiger
bff3401810853ced6b5bb9a6d511f937,2pedagogical,0.58,Daxes,True,100,tiger,tiger
bff3401810853ced6b5bb9a6d511f937,2pedagogical,0.78,Blickets,True,100,tiger,tiger
a22f12750983b92b938458c831b8a36a,accidental,0.83,Feps,True,100,tiger,tiger
a22f12750983b92b938458c831b8a36a,accidental,1,Daxes,True,100,tiger,tiger
a22f12750983b92b938458c831b8a36a,accidental,1,Blickets,True,100,tiger,tiger
94f51f8c910ad3a0da8ccc831ccfb871,pedagogical,0.71,Feps,True,90,ever green ,evergreen
94f51f8c910ad3a0da8ccc831ccfb871,pedagogical,0.93,Daxes,True,90,ever green ,evergreen
94f51f8c910ad3a0da8ccc831ccfb871,pedagogical,0.86,Blickets,True,90,ever green ,evergreen
5a2f14bce7a159ebdb60261c9a553958,accidental,0.51,Daxes,True,100,evergreen,evergreen
5a2f14bce7a159ebdb60261c9a553958,accidental,0.46,Feps,True,100,evergreen,evergreen
5a2f14bce7a159ebdb60261c9a553958,accidental,0.44,Blickets,True,100,evergreen,evergreen
64f2053628bea3fe4abcfbb7d643a0b2,2pedagogical,0.61,Blickets,False,95,Evergreen ,evergreen
64f2053628bea3fe4abcfbb7d643a0b2,2pedagogical,0.72,Daxes,True,95,Evergreen ,evergreen
64f2053628bea3fe4abcfbb7d643a0b2,2pedagogical,0.43,Feps,True,95,Evergreen ,evergreen
5f296272c5c656bcef382862b7713655,generic,1,Feps,,100,evergreen,evergreen
5f296272c5c656bcef382862b7713655,generic,1,Daxes,,100,evergreen,evergreen
5f296272c5c656bcef382862b7713655,generic,1,Blickets,,100,evergreen,evergreen
afbf93810d9644c5d4fbcbc08c56f3f8,2accidental,0.73,Daxes,True,100,evergreen,evergreen
afbf93810d9644c5d4fbcbc08c56f3f8,2accidental,0.88,Blickets,True,100,evergreen,evergreen
afbf93810d9644c5d4fbcbc08c56f3f8,2accidental,0.59,Feps,True,100,evergreen,evergreen
3ec20d17524d426c0493d3f046921bee,2pedagogical,1,Blickets,True,100,tiger,tiger
3ec20d17524d426c0493d3f046921bee,2pedagogical,1,Feps,True,100,tiger,tiger
3ec20d17524d426c0493d3f046921bee,2pedagogical,1,Daxes,True,100,tiger,tiger
33ac6a1b465bc44bc9c6c923e796545d,2pedagogical,0.5,Blickets,True,100,tiger,tiger
33ac6a1b465bc44bc9c6c923e796545d,2pedagogical,0.77,Feps,True,100,tiger,tiger
33ac6a1b465bc44bc9c6c923e796545d,2pedagogical,0.37,Daxes,True,100,tiger,tiger
ee904eb91c10f7b74c18595115fc2c84,pedageneric,0.95,Daxes,True,100,tiger,tiger
ee904eb91c10f7b74c18595115fc2c84,pedageneric,0.96,Blickets,True,100,tiger,tiger
ee904eb91c10f7b74c18595115fc2c84,pedageneric,0.95,Feps,True,100,tiger,tiger
e95c1074a1ba9a3aeeb86bfdc05b02ce,accidental,0.84,Feps,True,100,tiger,tiger
e95c1074a1ba9a3aeeb86bfdc05b02ce,accidental,0.8,Blickets,True,100,tiger,tiger
e95c1074a1ba9a3aeeb86bfdc05b02ce,accidental,0.52,Daxes,True,100,tiger,tiger
6ff4fde7dfa981e348521fbaaef27ff3,pedagogical,0.51,Feps,True,100,tiger,tiger
6ff4fde7dfa981e348521fbaaef27ff3,pedagogical,0.77,Daxes,True,100,tiger,tiger
6ff4fde7dfa981e348521fbaaef27ff3,pedagogical,0.49,Blickets,True,100,tiger,tiger
89cb85a4d901a652cbba9f5ac1fee0bf,accidental,0.95,Blickets,True,100,evergreen,evergreen
89cb85a4d901a652cbba9f5ac1fee0bf,accidental,1,Feps,True,100,evergreen,evergreen
89cb85a4d901a652cbba9f5ac1fee0bf,accidental,0.73,Daxes,True,100,evergreen,evergreen
0d00290f86c1fdd44430baab44cdf892,pedageneric,0.92,Blickets,True,100,tiger,tiger
0d00290f86c1fdd44430baab44cdf892,pedageneric,0.94,Daxes,True,100,tiger,tiger
0d00290f86c1fdd44430baab44cdf892,pedageneric,1,Feps,True,100,tiger,tiger
8aff4aaf68a53b60e8de5c1cd53fa41b,accidental,0.72,Blickets,True,100,tiger,tiger
8aff4aaf68a53b60e8de5c1cd53fa41b,accidental,0.24,Daxes,True,100,tiger,tiger
8aff4aaf68a53b60e8de5c1cd53fa41b,accidental,0.16,Feps,True,100,tiger,tiger
ceb0284b1007ebf65ecbf875c449e71d,pedagogical,0.91,Blickets,True,60,title,tiger
ceb0284b1007ebf65ecbf875c449e71d,pedagogical,0.85,Daxes,True,60,title,tiger
ceb0284b1007ebf65ecbf875c449e71d,pedagogical,0.89,Feps,True,60,title,tiger
d2acd70dd344fc1289722083cfcda7e0,generic,0.8,Feps,,100,tiger,tiger
d2acd70dd344fc1289722083cfcda7e0,generic,0.62,Blickets,,100,tiger,tiger
d2acd70dd344fc1289722083cfcda7e0,generic,0.7,Daxes,,100,tiger,tiger
9a835f8833d9e03c4604f6af2f117c6f,accidental,0.83,Feps,False,27,skyscraper,tiger
9a835f8833d9e03c4604f6af2f117c6f,accidental,0.88,Daxes,False,27,skyscraper,tiger
9a835f8833d9e03c4604f6af2f117c6f,accidental,0.5,Blickets,True,27,skyscraper,tiger
9295889a4c2642d5ff952a7b9a89ada3,generic,0.83,Daxes,,100,tiger,tiger
9295889a4c2642d5ff952a7b9a89ada3,generic,0.84,Feps,,100,tiger,tiger
9295889a4c2642d5ff952a7b9a89ada3,generic,0.87,Blickets,,100,tiger,tiger
15e9b1922901abb9965b5ebe49b3c036,accidental,0.49,Blickets,True,100,evergreen,evergreen
15e9b1922901abb9965b5ebe49b3c036,accidental,0.75,Feps,True,100,evergreen,evergreen
15e9b1922901abb9965b5ebe49b3c036,accidental,0.87,Daxes,True,100,evergreen,evergreen
3b22946080646d3e0ee3a19ae30a5b15,pedagogical,0.51,Daxes,True,100,tiger,tiger
3b22946080646d3e0ee3a19ae30a5b15,pedagogical,0.5,Feps,True,100,tiger,tiger
3b22946080646d3e0ee3a19ae30a5b15,pedagogical,0.5,Blickets,True,100,tiger,tiger
41882932fec2097e62db148cd3c1b455,pedageneric,0.73,Feps,False,100,tiger,tiger
41882932fec2097e62db148cd3c1b455,pedageneric,0.72,Blickets,True,100,tiger,tiger
41882932fec2097e62db148cd3c1b455,pedageneric,0.61,Daxes,True,100,tiger,tiger
e1668bf026f469bdde1563106c24612d,2pedagogical,0.82,Feps,True,100,evergreen,evergreen
e1668bf026f469bdde1563106c24612d,2pedagogical,0.94,Daxes,True,100,evergreen,evergreen
e1668bf026f469bdde1563106c24612d,2pedagogical,0.98,Blickets,True,100,evergreen,evergreen
e4449da61685adbf327e13dc4886416b,2pedagogical,0.42,Feps,True,100,evergreen,evergreen
e4449da61685adbf327e13dc4886416b,2pedagogical,0.44,Daxes,True,100,evergreen,evergreen
e4449da61685adbf327e13dc4886416b,2pedagogical,0.4,Blickets,True,100,evergreen,evergreen
7be8a0d68ff11625ab8420d36b94ffce,2accidental,0.99,Blickets,True,100,evergreen,evergreen
7be8a0d68ff11625ab8420d36b94ffce,2accidental,0.93,Feps,True,100,evergreen,evergreen
7be8a0d68ff11625ab8420d36b94ffce,2accidental,0.99,Daxes,True,100,evergreen,evergreen
9c0696f8a30375dec907d03d42d93b32,accidental,0.99,Daxes,True,100,evergreen,evergreen
9c0696f8a30375dec907d03d42d93b32,accidental,0.5,Feps,True,100,evergreen,evergreen
9c0696f8a30375dec907d03d42d93b32,accidental,1,Blickets,True,100,evergreen,evergreen
2745d0eddd47597485a3c45bfa00441f,2accidental,0.27,Blickets,True,100,evergreen,evergreen
2745d0eddd47597485a3c45bfa00441f,2accidental,0.69,Daxes,True,100,evergreen,evergreen
2745d0eddd47597485a3c45bfa00441f,2accidental,0.21,Feps,True,100,evergreen,evergreen
2b1dd1f62decbaa6cfa967ae9652a41d,pedagogical,0.49,Daxes,True,100,evergreen,evergreen
2b1dd1f62decbaa6cfa967ae9652a41d,pedagogical,0.49,Feps,True,100,evergreen,evergreen
2b1dd1f62decbaa6cfa967ae9652a41d,pedagogical,0.5,Blickets,True,100,evergreen,evergreen
4773b36ce15837b35122da528a27623d,generic,0.98,Blickets,,100,tiger,tiger
4773b36ce15837b35122da528a27623d,generic,0.98,Feps,,100,tiger,tiger
4773b36ce15837b35122da528a27623d,generic,1,Daxes,,100,tiger,tiger
6118989e529970e361937c2b93ec220c,pedagogical,0.65,Feps,True,100,evergreen,evergreen
6118989e529970e361937c2b93ec220c,pedagogical,0.72,Daxes,True,100,evergreen,evergreen
6118989e529970e361937c2b93ec220c,pedagogical,0.63,Blickets,True,100,evergreen,evergreen
171cd84a38d89e61e34deae559d4be32,2accidental,0.93,Daxes,True,100,tiger,tiger
171cd84a38d89e61e34deae559d4be32,2accidental,0.94,Blickets,True,100,tiger,tiger
171cd84a38d89e61e34deae559d4be32,2accidental,0.94,Feps,True,100,tiger,tiger
24f7f707f133624d3330d15271721c9a,accidental,0.62,Blickets,True,100,tiger,tiger
24f7f707f133624d3330d15271721c9a,accidental,0.51,Daxes,True,100,tiger,tiger
24f7f707f133624d3330d15271721c9a,accidental,0.6,Feps,True,100,tiger,tiger
f16ef588f346c52c82a1f1de45233ed5,2accidental,1,Blickets,True,100,evergreen,evergreen
f16ef588f346c52c82a1f1de45233ed5,2accidental,0,Feps,True,100,evergreen,evergreen
f16ef588f346c52c82a1f1de45233ed5,2accidental,1,Daxes,True,100,evergreen,evergreen
5242d32c761368de529bf1c5d56b4ec0,accidental,0.96,Feps,True,100,tiger,tiger
5242d32c761368de529bf1c5d56b4ec0,accidental,1,Daxes,True,100,tiger,tiger
5242d32c761368de529bf1c5d56b4ec0,accidental,1,Blickets,True,100,tiger,tiger
562344ce16c0170e4e9db40d33bb7e95,accidental,1,Daxes,True,100,tiger,tiger
562344ce16c0170e4e9db40d33bb7e95,accidental,1,Feps,True,100,tiger,tiger
562344ce16c0170e4e9db40d33bb7e95,accidental,1,Blickets,True,100,tiger,tiger
9bcc91a51a105669cd40d31b6fc408d2,accidental,0.81,Blickets,True,100,evergreen,evergreen
9bcc91a51a105669cd40d31b6fc408d2,accidental,0.4,Feps,True,100,evergreen,evergreen
9bcc91a51a105669cd40d31b6fc408d2,accidental,0.62,Daxes,True,100,evergreen,evergreen
cc7feb4f440963cc7ab3d7dad1507169,accidental,0.94,Feps,True,100,tiger,tiger
cc7feb4f440963cc7ab3d7dad1507169,accidental,0.85,Blickets,True,100,tiger,tiger
cc7feb4f440963cc7ab3d7dad1507169,accidental,0.91,Daxes,True,100,tiger,tiger
a152ad05d02dfd73e89c43644ae1c2bc,generic,0.74,Blickets,,84,Avergreen?,evergreen
a152ad05d02dfd73e89c43644ae1c2bc,generic,0.76,Daxes,,84,Avergreen?,evergreen
a152ad05d02dfd73e89c43644ae1c2bc,generic,0.75,Feps,,84,Avergreen?,evergreen
4fa7b93051b85bf482e370990b370f60,accidental,0.53,Daxes,True,100,evergreen,evergreen
4fa7b93051b85bf482e370990b370f60,accidental,0.39,Blickets,False,100,evergreen,evergreen
4fa7b93051b85bf482e370990b370f60,accidental,0.72,Feps,False,100,evergreen,evergreen
